Time (s),EMG 1,EMG 2
0.0007557868957519531,23,54
0.0008389949798583984,23,50
0.0009341239929199219,23,47
0.001007080078125,23,45
0.0010831356048583984,23,44
0.001157999038696289,23,43
0.001230001449584961,23,43
0.0013020038604736328,23,43
0.0013768672943115234,23,43
0.0014679431915283203,23,43
0.0015420913696289062,23,42
0.0016150474548339844,23,42
0.0016858577728271484,23,42
0.0017600059509277344,23,42
0.0018317699432373047,23,43
0.0019030570983886719,23,44
0.001974821090698242,23,55
0.002064943313598633,23,62
0.0021369457244873047,23,54
0.0022079944610595703,23,50
0.0022809505462646484,23,48
0.002351999282836914,23,47
0.002424001693725586,23,46
0.016358137130737305,23,45
0.03689312934875488,23,44
0.05754399299621582,23,44
0.07810091972351074,23,43
0.09816694259643555,23,43
0.11856508255004883,23,43
0.13907504081726074,23,43
0.15958118438720703,23,43
0.18012785911560059,23,43
0.20030689239501953,23,43
0.2207939624786377,23,43
0.24128389358520508,23,43
0.2617990970611572,23,44
0.28226709365844727,23,43
0.30257701873779297,23,43
0.3230550289154053,23,45
0.3435039520263672,23,45
0.3640139102935791,23,44
0.3845207691192627,23,43
0.4048008918762207,23,43
0.42527198791503906,23,43
0.44574618339538574,23,43
0.46642494201660156,23,45
0.4870779514312744,23,54
0.5070068836212158,23,58
0.5275068283081055,23,54
0.5480659008026123,23,51
0.5684390068054199,23,48
0.5889890193939209,23,46
0.6092529296875,23,45
0.6298961639404297,23,44
0.6502189636230469,23,45
0.6705288887023926,23,45
0.6911227703094482,23,44
0.7114851474761963,23,44
0.7319850921630859,23,44
0.7522850036621094,23,45
0.7727410793304443,23,44
0.7932510375976562,23,44
0.8136911392211914,23,43
0.8340020179748535,23,42
0.8545229434967041,23,42
0.8749558925628662,23,44
0.895442008972168,23,47
0.915783166885376,23,45
0.9362788200378418,23,45
0.9567000865936279,23,45
0.9772961139678955,23,44
0.9978420734405518,23,44
1.0180330276489258,23,43
1.0384297370910645,23,43
1.0590088367462158,23,42
1.079455852508545,23,42
1.0999751091003418,23,42
1.120215892791748,23,43
1.1407170295715332,23,42
1.161160945892334,23,43
1.181678056716919,23,43
1.2020440101623535,23,43
1.2224318981170654,26,44
1.2429230213165283,25,44
1.2634108066558838,24,44
1.2838540077209473,24,45
1.3041930198669434,24,44
1.3246629238128662,23,43
1.3452668190002441,23,42
1.3656198978424072,23,42
1.3860809803009033,23,43
1.4064171314239502,23,43
1.4269628524780273,23,42
1.447361946105957,23,42
1.468061923980713,23,42
1.4884650707244873,23,43
1.5086638927459717,23,44
1.5291590690612793,23,44
1.5495998859405518,23,45
1.5699050426483154,23,44
1.5903961658477783,23,43
1.6110029220581055,23,45
1.6315388679504395,23,45
1.6518409252166748,23,44
1.6722018718719482,23,44
1.692638874053955,23,43
1.713181734085083,23,43
1.7335689067840576,24,42
1.7539749145507812,23,43
1.774359941482544,24,43
1.7948429584503174,24,43
1.815479040145874,24,44
1.8357019424438477,23,43
1.85611891746521,23,43
1.8766050338745117,23,43
1.8970458507537842,23,42
1.9173710346221924,23,42
1.9378819465637207,23,43
1.9583468437194824,23,43
1.9788241386413574,23,43
1.9991700649261475,23,42
2.0196149349212646,23,42
2.0401477813720703,23,43
2.0605528354644775,23,43
2.081031084060669,23,42
2.1013307571411133,23,42
2.1218059062957764,23,42
2.1424617767333984,23,42
2.1627917289733887,23,42
2.1832809448242188,23,42
2.203575849533081,23,43
2.2240560054779053,23,43
2.244631052017212,23,42
2.264993906021118,23,42
2.2855868339538574,23,42
2.3058159351348877,23,42
2.3262507915496826,23,42
2.3467459678649902,24,42
2.367219924926758,23,42
2.3876960277557373,23,42
2.408015012741089,23,42
2.4284889698028564,23,42
2.4489309787750244,23,42
2.469709873199463,23,42
2.490072011947632,23,42
2.5102438926696777,23,42
2.5307118892669678,23,42
2.5512139797210693,23,44
2.571516990661621,23,44
2.59197998046875,23,44
2.6124749183654785,23,44
2.633063793182373,23,44
2.6532459259033203,23,45
2.673801898956299,23,45
2.6941800117492676,23,44
2.7146730422973633,23,44
2.735318899154663,23,44
2.75557017326355,23,43
2.7759311199188232,24,43
2.7964468002319336,23,43
2.8170509338378906,23,43
2.8372268676757812,23,42
2.85770583152771,23,42
2.878243923187256,23,42
2.898690938949585,23,42
2.919017791748047,23,43
2.9394490718841553,23,42
2.9599430561065674,23,42
2.9804248809814453,23,43
3.000736951828003,23,43
3.0211920738220215,23,44
3.0417540073394775,23,44
3.0623209476470947,23,44
3.0826327800750732,23,43
3.102942943572998,23,43
3.1234090328216553,23,42
3.143900156021118,23,42
3.164417028427124,23,43
3.1847541332244873,23,44
3.205157995223999,23,43
3.225656032562256,23,43
3.2461647987365723,23,42
3.266649007797241,23,43
3.2869720458984375,23,42
3.3074560165405273,23,42
3.3278748989105225,23,42
3.348637819290161,23,42
3.3688628673553467,23,42
3.389314889907837,23,70
3.4097719192504883,28,84
3.4303019046783447,41,195
3.45078706741333,38,180
3.471468925476074,66,190
3.492017984390259,52,169
3.512251138687134,56,177
3.5326807498931885,58,205
3.5531749725341797,82,208
3.574087142944336,104,162
3.5944931507110596,124,138
3.614952802658081,112,211
3.6357290744781494,109,230
3.6559479236602783,86,214
3.676413059234619,73,231
3.696885824203491,61,226
3.7173709869384766,72,262
3.738126039505005,104,327
3.7585389614105225,89,376
3.7789838314056396,87,357
3.799428939819336,107,352
3.8201189041137695,123,428
3.8406970500946045,128,463
3.8610239028930664,108,412
3.8817298412323,163,368
3.902169942855835,134,325
3.922877788543701,158,288
3.943290948867798,158,297
3.9637999534606934,200,400
3.984421968460083,210,345
4.0048909187316895,209,331
4.025409936904907,190,361
4.045881032943726,172,352
4.066540002822876,201,364
4.0869739055633545,207,463
4.107470989227295,167,396
4.128216028213501,170,313
4.148605108261108,162,406
4.169288158416748,178,388
4.189751863479614,150,439
4.210204124450684,134,513
4.230857849121094,164,671
4.251391887664795,149,628
4.271850824356079,144,493
4.292588949203491,134,417
4.312998056411743,182,461
4.333483934402466,141,415
4.354081869125366,117,383
4.3746819496154785,146,431
4.395075082778931,136,383
4.41569709777832,133,336
4.436205863952637,106,363
4.456786155700684,146,374
4.477494955062866,113,333
4.497828006744385,111,291
4.518248796463013,109,307
4.5389838218688965,101,271
4.559428930282593,104,287
4.5798540115356445,92,277
4.600455045700073,73,256
4.620875835418701,68,229
4.641366004943848,87,221
4.661804914474487,82,199
4.682301044464111,77,173
4.702743053436279,62,216
4.723231792449951,71,321
4.743783950805664,62,260
4.764204978942871,88,259
4.784649848937988,87,230
4.805322885513306,90,255
4.825815916061401,101,256
4.846263885498047,93,323
4.866734981536865,90,319
4.887228965759277,84,321
4.9077019691467285,70,293
4.928390979766846,152,293
4.94911789894104,123,278
4.969493865966797,105,255
4.989946126937866,93,238
5.0104570388793945,99,216
5.030942916870117,82,174
5.051440000534058,71,216
5.071861982345581,78,210
5.092337131500244,68,193
5.112828969955444,70,239
5.133316993713379,69,223
5.153789758682251,65,275
5.174356937408447,79,267
5.194753885269165,86,228
5.215250015258789,79,233
5.235879182815552,74,198
5.25644588470459,69,227
5.27689790725708,85,234
5.297344923019409,74,191
5.317785978317261,59,180
5.338303804397583,53,228
5.358759164810181,47,183
5.37929105758667,43,174
5.39999794960022,44,206
5.420415878295898,45,188
5.441210985183716,47,199
5.461585998535156,46,216
5.4820311069488525,45,179
5.502278089523315,43,162
5.522778034210205,50,185
5.543226957321167,47,174
5.563699960708618,50,186
5.584238052368164,47,183
5.604637145996094,44,189
5.625325918197632,53,180
5.645803928375244,48,170
5.666363000869751,53,173
5.686739921569824,48,189
5.707227945327759,44,178
5.727689981460571,50,176
5.7482218742370605,53,158
5.768651008605957,55,167
5.7894299030303955,60,174
5.809692144393921,50,171
5.830127000808716,54,208
5.850627899169922,63,202
5.871279001235962,54,234
5.891802072525024,51,222
5.912271976470947,51,191
5.932703971862793,55,188
5.953202724456787,54,174
5.97373104095459,60,187
5.994156837463379,54,167
6.0147178173065186,50,178
6.035199880599976,47,215
6.0556960105896,51,201
6.076239109039307,50,185
6.096714973449707,46,202
6.1173601150512695,43,160
6.137711048126221,43,203
6.158190011978149,51,202
6.178685903549194,46,164
6.19917893409729,53,169
6.219876050949097,53,150
6.240324974060059,54,172
6.260835886001587,55,176
6.281202793121338,60,199
6.301674842834473,59,157
6.3222479820251465,63,187
6.342658042907715,52,196
6.363193035125732,52,221
6.383609056472778,76,213
6.404016971588135,70,216
