Time (s),EMG 1,EMG 2
0.0007081031799316406,25,43
0.0007998943328857422,24,43
0.0008807182312011719,24,43
0.0009539127349853516,24,43
0.0010297298431396484,24,43
0.0011057853698730469,23,43
0.0011818408966064453,23,42
0.0012538433074951172,23,43
0.0013399124145507812,23,42
0.0014157295227050781,23,42
0.0014908313751220703,24,42
0.0015668869018554688,24,42
0.0016388893127441406,24,42
0.0017137527465820312,24,42
0.0017859935760498047,24,42
0.0018570423126220703,24,42
0.001950979232788086,24,41
0.0020227432250976562,23,42
0.0020949840545654297,23,42
0.0021669864654541016,23,42
0.002240896224975586,24,42
0.002312898635864258,23,42
0.0023849010467529297,23,42
0.016661882400512695,23,42
0.03727579116821289,23,42
0.05781078338623047,23,42
0.07795596122741699,24,42
0.09839797019958496,23,42
0.11894083023071289,24,42
0.13941383361816406,23,42
0.15985989570617676,23,42
0.18016886711120605,24,42
0.2006359100341797,24,42
0.22112393379211426,24,42
0.2415778636932373,23,42
0.26204991340637207,23,42
0.28241586685180664,23,42
0.3028898239135742,23,42
0.32341599464416504,23,43
0.34382104873657227,23,43
0.36431193351745605,23,43
0.3846137523651123,23,43
0.405134916305542,23,42
0.4255647659301758,23,43
0.44608187675476074,23,42
0.46651387214660645,23,42
0.48683905601501465,23,42
0.5072948932647705,23,43
0.5277969837188721,23,42
0.5483248233795166,23,43
0.5685508251190186,23,42
0.5890817642211914,23,42
0.6095600128173828,24,43
0.630192756652832,23,44
0.6506218910217285,23,43
0.6708149909973145,23,42
0.6913037300109863,23,43
0.7117910385131836,23,42
0.7320938110351562,24,42
0.7526068687438965,24,42
0.7730417251586914,23,41
0.7935688495635986,23,42
0.8138339519500732,24,41
0.8343019485473633,24,42
0.8548638820648193,23,42
0.8753159046173096,23,42
0.8957548141479492,23,42
0.9160597324371338,23,42
0.9365329742431641,23,42
0.9570198059082031,23,42
0.9774618148803711,23,42
0.9978270530700684,23,42
1.0182898044586182,23,42
1.0387239456176758,23,42
1.0592219829559326,23,42
1.079833745956421,23,42
1.1000339984893799,23,42
1.1205129623413086,23,41
1.1409919261932373,23,42
1.1614859104156494,23,42
1.1818878650665283,23,42
