Time (s),EMG 1,EMG 2
0.0006999969482421875,23,43
0.0007832050323486328,23,43
0.0008592605590820312,23,43
0.0009331703186035156,23,43
0.0010089874267578125,23,42
0.0010821819305419922,23,42
0.0011551380157470703,23,43
0.0012259483337402344,23,43
0.0012989044189453125,23,42
0.0013740062713623047,23,42
0.001447916030883789,23,43
0.0015208721160888672,23,43
0.0015931129455566406,23,42
0.001667022705078125,23,42
0.0017380714416503906,23,43
0.0018091201782226562,23,43
0.0018801689147949219,23,42
0.001953125,23,42
0.002023935317993164,23,42
0.0020952224731445312,23,42
0.0021691322326660156,23,41
0.0022399425506591797,23,41
0.0023109912872314453,23,42
0.01688408851623535,23,41
0.03731894493103027,23,42
0.05786395072937012,23,42
0.07839202880859375,23,42
0.09853696823120117,23,42
0.11908817291259766,23,42
0.13967204093933105,23,42
0.16006922721862793,23,42
0.18060708045959473,23,42
0.20092201232910156,23,42
0.22136807441711426,23,42
0.24179887771606445,23,42
0.26234006881713867,23,42
0.282742977142334,23,42
0.3030729293823242,23,42
0.32361817359924316,23,42
0.3441331386566162,23,42
0.3645970821380615,23,42
0.3847942352294922,23,42
0.4052410125732422,23,42
0.4255940914154053,23,42
0.44606995582580566,23,42
0.46653103828430176,23,42
0.4868299961090088,23,42
0.5074059963226318,23,41
0.5277712345123291,23,42
0.548443078994751,23,42
0.5688529014587402,23,41
0.5893089771270752,23,42
0.609792947769165,23,42
0.6300549507141113,23,42
0.6505441665649414,23,42
0.6708190441131592,23,42
0.6913459300994873,23,42
0.7119350433349609,23,42
0.732490062713623,23,42
0.7525858879089355,23,42
0.7730550765991211,23,42
0.7935018539428711,23,42
0.8140990734100342,23,42
0.8343470096588135,23,42
0.8548591136932373,23,42
0.8753139972686768,23,42
0.8957381248474121,23,42
0.9160289764404297,23,42
0.936521053314209,23,42
0.9569799900054932,23,42
0.9774680137634277,23,42
0.9982149600982666,23,42
1.0182781219482422,23,42
1.0389950275421143,23,42
1.0595781803131104,23,42
1.079718828201294,23,42
1.1000308990478516,23,42
1.1204900741577148,23,42
1.14096999168396,23,42
1.161466121673584,23,41
1.1817741394042969,23,42
1.2023041248321533,23,42
1.2227048873901367,23,42
1.243272066116333,23,42
1.2637970447540283,23,42
1.2842180728912354,23,42
1.3044250011444092,23,42
1.3250360488891602,23,43
1.3453879356384277,23,43
1.365880012512207,23,43
1.3864109516143799,23,42
1.406770944595337,23,42
1.4272041320800781,23,42
1.4477100372314453,23,42
1.4681179523468018,23,42
1.488447904586792,23,42
1.5090351104736328,23,43
1.529371976852417,23,42
1.5498790740966797,23,42
1.570160150527954,23,42
1.5906579494476318,23,42
1.6111328601837158,23,42
1.6316258907318115,23,42
1.6519749164581299,23,42
1.6724321842193604,23,42
1.6928839683532715,23,42
1.713379144668579,23,42
1.7336790561676025,23,42
1.7542719841003418,23,43
1.7746400833129883,23,43
1.7950892448425293,23,42
1.815566062927246,23,42
1.8359549045562744,23,42
1.8566219806671143,23,43
1.8769168853759766,23,43
1.8973612785339355,23,43
1.9176461696624756,23,42
1.938169002532959,23,42
1.9585950374603271,23,42
1.9791150093078613,23,42
1.999418020248413,23,42
2.019876003265381,23,42
2.040616989135742,23,42
2.0610790252685547,23,42
2.081115245819092,23,42
2.1016650199890137,23,42
2.1221351623535156,23,42
2.1425931453704834,23,42
2.1631312370300293,23,42
2.1835529804229736,23,42
2.2038750648498535,23,42
2.2243309020996094,23,43
2.244826078414917,23,43
2.2655229568481445,23,42
2.285705089569092,23,42
2.306087017059326,23,42
2.3266732692718506,23,42
2.3470678329467773,23,42
2.367604970932007,23,42
2.3881661891937256,23,41
2.4082958698272705,23,42
2.4287900924682617,23,42
2.4493088722229004,23,42
2.469733238220215,23,42
2.490169048309326,23,42
2.5105128288269043,23,42
2.531034231185913,23,42
2.551529884338379,23,42
2.5717921257019043,23,42
2.592283248901367,23,42
2.6127610206604004,23,43
2.633294105529785,23,43
2.6535580158233643,23,42
2.674036979675293,23,42
2.694537878036499,23,43
2.714977979660034,23,43
2.7353830337524414,23,43
2.7559101581573486,23,43
2.7762649059295654,23,42
2.7967491149902344,23,42
2.817054033279419,23,42
2.8375391960144043,23,42
2.85813307762146,23,42
2.878507137298584,23,42
2.898993968963623,23,42
2.9192891120910645,23,42
2.9397361278533936,23,42
2.9602110385894775,23,42
2.980708122253418,23,42
3.000999927520752,23,42
3.021470069885254,23,42
3.042210102081299,23,42
3.0627570152282715,23,42
3.0827460289001465,23,42
3.1033830642700195,23,42
3.1237430572509766,23,42
3.144209146499634,23,42
3.1646740436553955,23,42
3.184986114501953,23,42
3.205477237701416,23,41
3.2259681224823,23,42
3.246419906616211,23,41
3.2669501304626465,23,43
3.2873239517211914,23,43
3.30771803855896,23,43
3.328234910964966,23,43
3.348639965057373,23,42
3.369131088256836,23,42
3.3894431591033936,23,42
3.4098870754241943,23,42
3.4304120540618896,23,47
3.4508609771728516,23,46
3.471349000930786,23,45
3.4916799068450928,23,44
3.512432813644409,23,65
3.5327260494232178,23,56
3.553152084350586,23,51
3.5734190940856934,23,48
3.593937873840332,23,45
3.614373207092285,23,44
3.634967088699341,23,43
3.6552021503448486,23,42
3.675610065460205,23,42
3.6961021423339844,23,42
3.7165870666503906,23,42
3.736964225769043,23,41
3.757436990737915,23,41
3.77789306640625,23,42
3.7983338832855225,23,42
3.818635940551758,23,42
3.839137077331543,23,42
3.8597419261932373,23,42
3.880120038986206,23,42
3.9005420207977295,23,42
3.9208791255950928,23,42
3.941480875015259,23,42
3.961860179901123,23,42
3.982295036315918,23,42
4.002619981765747,23,42
4.023092031478882,23,42
4.043803930282593,23,42
4.0643041133880615,23,42
4.0843870639801025,23,42
4.104851961135864,23,42
4.125361919403076,23,43
4.145905017852783,23,42
4.166277170181274,23,43
4.186587810516357,23,43
4.207085132598877,23,43
4.227536201477051,23,43
4.248079061508179,23,42
4.2685229778289795,23,42
4.288824081420898,23,43
4.30932092666626,23,42
4.329768896102905,23,42
4.350312948226929,23,42
4.370790958404541,23,42
4.391040086746216,23,43
4.411547899246216,23,43
4.432018041610718,23,42
4.452486991882324,23,42
4.472970962524414,23,42
4.493264198303223,23,42
4.513751029968262,23,42
4.534326076507568,23,42
4.554780006408691,23,42
4.57505989074707,23,43
4.595484972000122,23,43
4.6159632205963135,23,43
4.636468887329102,23,43
4.656758069992065,23,42
4.677284002304077,23,42
4.697803020477295,23,42
4.7181830406188965,23,42
4.7385430335998535,23,42
4.759024143218994,23,42
4.779607057571411,23,42
4.800020933151245,23,42
4.8202948570251465,23,42
4.840773105621338,23,42
4.861318111419678,23,43
4.881679058074951,23,42
4.902012825012207,23,42
4.922558069229126,23,42
4.94295597076416,23,42
4.963433027267456,23,42
4.983943939208984,23,42
5.004310131072998,23,42
5.024739027023315,23,41
