Time (s),EMG 1,EMG 2
0.0006859302520751953,23,42
0.0007798671722412109,23,42
0.0008797645568847656,23,44
0.0009539127349853516,23,52
0.0010287761688232422,23,48
0.0011019706726074219,23,46
0.0011749267578125,23,44
0.0012478828430175781,23,44
0.0013229846954345703,23,43
0.001399993896484375,23,43
0.0014729499816894531,23,42
0.0015490055084228516,23,42
0.0016219615936279297,23,42
0.001695871353149414,23,42
0.0017688274383544922,23,42
0.0018417835235595703,23,42
0.0019147396087646484,23,42
0.001987934112548828,23,42
0.0020599365234375,23,42
0.002132892608642578,23,42
0.0022079944610595703,23,42
0.0022797584533691406,23,42
0.0023527145385742188,23,42
0.016286849975585938,23,42
0.036975860595703125,23,42
0.05745100975036621,23,42
0.07753276824951172,23,42
0.0981910228729248,23,42
0.11870002746582031,23,42
0.13944792747497559,23,42
0.15965986251831055,23,42
0.17979168891906738,23,42
0.2002711296081543,23,42
0.22068190574645996,23,41
0.2412259578704834,22,42
0.26170802116394043,23,41
0.2822728157043457,23,41
0.3024458885192871,23,41
0.3229198455810547,23,41
0.34342193603515625,23,41
0.3639647960662842,23,41
0.3841829299926758,23,42
0.40490174293518066,23,42
0.425203800201416,23,42
0.4456329345703125,23,42
0.46613097190856934,23,42
0.48642492294311523,23,42
0.5069317817687988,23,43
0.5275928974151611,23,43
0.5479300022125244,23,43
0.5682978630065918,23,42
0.5887789726257324,23,42
0.6091780662536621,23,42
0.6296098232269287,23,42
0.649893045425415,23,42
0.6704239845275879,23,42
0.6909408569335938,23,42
0.7117629051208496,23,42
0.7316839694976807,23,42
0.7521548271179199,23,42
0.7727479934692383,23,42
0.7931149005889893,23,42
0.8133680820465088,23,42
0.8339059352874756,23,42
0.8544759750366211,23,42
0.8752448558807373,23,42
0.8953778743743896,23,42
0.9156877994537354,23,42
0.9361448287963867,23,42
0.956575870513916,23,42
0.9771788120269775,23,42
0.9973580837249756,23,41
1.0178308486938477,23,42
1.0383968353271484,23,42
1.0589427947998047,23,41
1.0793530941009521,23,42
1.0996158123016357,23,42
1.1203758716583252,23,42
1.140859842300415,23,42
1.161060094833374,23,42
1.1814367771148682,23,42
1.2018709182739258,23,42
1.222301959991455,23,42
1.242825984954834,23,42
1.2632477283477783,23,42
1.2839500904083252,23,42
1.304075002670288,23,42
1.3245298862457275,23,42
1.3450558185577393,23,41
1.365508794784546,23,41
1.3858778476715088,23,42
1.4064018726348877,23,42
1.4268689155578613,23,42
1.4472599029541016,23,42
1.4677178859710693,23,41
1.4880518913269043,23,42
1.508497714996338,23,42
1.5289959907531738,23,42
1.5496299266815186,23,42
1.5700347423553467,23,42
1.5903069972991943,23,42
1.6108038425445557,23,41
1.6312177181243896,23,42
1.6514708995819092,23,42
1.6720178127288818,23,42
1.6924748420715332,23,42
1.7129430770874023,23,42
1.7332799434661865,23,42
1.75394606590271,23,42
1.7742767333984375,23,41
1.7947869300842285,23,42
1.8150668144226074,23,42
1.8355119228363037,23,42
1.8560359477996826,23,42
1.8766179084777832,23,42
1.8967831134796143,23,42
1.91725492477417,23,42
1.9377179145812988,23,42
1.958324909210205,23,42
1.9786837100982666,23,42
1.9989888668060303,23,42
2.019551992416382,23,42
2.03995680809021,23,42
2.0604259967803955,23,42
2.080739974975586,23,42
2.1012420654296875,23,42
2.121959924697876,23,42
2.142543077468872,23,42
