Time (s),EMG
0.0008370876312255859,23
0.0008959770202636719,23
0.0009839534759521484,23
0.001077890396118164,23
0.0011320114135742188,23
0.0011839866638183594,23
0.0012259483337402344,23
0.0012698173522949219,23
0.0013148784637451172,23
0.0013799667358398438,23
0.0014209747314453125,23
0.0014638900756835938,23
0.0015048980712890625,23
0.0015468597412109375,23
0.0015878677368164062,23
0.0016298294067382812,23
0.00167083740234375,23
0.001712799072265625,23
0.0017540454864501953,23
0.001795053482055664,23
0.0018579959869384766,23
0.0018990039825439453,23
0.0019397735595703125,23
0.009393930435180664,23
0.02949976921081543,23
0.05002093315124512,23
0.0703420639038086,23
0.09008288383483887,23
0.1104288101196289,23
0.13065099716186523,23
0.15075182914733887,23
0.17098498344421387,23
0.19118189811706543,23
0.2114090919494629,23
0.23179292678833008,23
0.25168609619140625,23
0.2721109390258789,23
0.29219603538513184,23
0.31244802474975586,23
0.3326230049133301,23
0.35274696350097656,23
0.37302589416503906,23
0.39315295219421387,23
0.4134540557861328,23
0.433696985244751,23
0.45371198654174805,23
0.4740478992462158,23
0.49427199363708496,23
0.5143458843231201,23
0.53460693359375,23
0.554797887802124,23
0.5750620365142822,23
0.5952539443969727,23
0.615354061126709,23
0.63565993309021,23
0.6558399200439453,23
0.6763150691986084,23
0.6963298320770264,23
0.7163901329040527,23
0.7367439270019531,23
0.7568869590759277,23
0.777163028717041,23
0.7973170280456543,23
0.8173658847808838,23
0.8381500244140625,23
0.8581070899963379,23
0.8784139156341553,23
0.8983490467071533,23
0.9184670448303223,23
0.9389429092407227,23
0.9591851234436035,23
0.9792308807373047,23
0.9993441104888916,23
1.0194778442382812,23
1.0398190021514893,23
1.0599420070648193,23
1.0806188583374023,23
1.1003689765930176,23
1.1207149028778076,23
1.1409988403320312,23
1.1609668731689453,23
1.1813828945159912,23
1.2014179229736328,23
1.221601963043213,23
1.2419219017028809,23
1.2620599269866943,23
1.2823998928070068,23
1.3024768829345703,23
1.3226428031921387,23
1.342885971069336,22
1.3630499839782715,23
1.383424997329712,23
1.4035029411315918,23
1.4235990047454834,23
1.4439949989318848,23
1.4640438556671143,23
1.4843697547912598,23
1.5044939517974854,23
1.524846076965332,23
1.5449199676513672,23
1.565073013305664,23
1.5852138996124268,23
1.605571985244751,23
1.6256790161132812,23
1.6460731029510498,23
1.6661207675933838,23
1.6862938404083252,23
1.706601858139038,23
1.7267870903015137,23
1.7471208572387695,23
1.7672297954559326,23
1.7874689102172852,23
1.8076260089874268,23
1.8277099132537842,23
1.8480470180511475,23
1.8681859970092773,23
1.8882930278778076,23
1.9086709022521973,23
1.9289679527282715,23
1.949388027191162,23
1.9692730903625488,23
1.989335060119629,23
2.009697914123535,23
2.029784917831421,23
2.050144910812378,23
2.070281982421875,23
2.0903820991516113,24
2.110689878463745,23
2.1309287548065186,23
2.15136981010437,23
2.171273946762085,23
2.1914610862731934,23
2.2117350101470947,24
2.2318618297576904,23
2.252173900604248,23
2.2722909450531006,23
2.2924530506134033,24
2.3127520084381104,23
2.332965135574341,23
2.3532400131225586,23
2.3733370304107666,23
2.393489122390747,25
2.4138097763061523,24
2.433969736099243,24
2.454245090484619,24
2.4744198322296143,24
2.4945180416107178,23
2.5148210525512695,23
2.5349879264831543,23
2.555267095565796,23
2.5754690170288086,23
2.595534086227417,23
2.6158478260040283,23
2.636223793029785,23
2.6561598777770996,23
2.6764578819274902,23
2.696816921234131,23
2.7170557975769043,23
2.73702073097229,23
2.7571990489959717,23
2.7776827812194824,23
2.7975850105285645,23
2.81789493560791,23
2.838062047958374,23
2.8581769466400146,23
2.878504753112793,23
2.899074077606201,23
2.918929100036621,23
2.939300060272217,23
2.959528923034668,23
2.979671001434326,23
2.9998388290405273,23
3.0199949741363525,23
3.040191888809204,23
3.060272693634033,23
3.080780029296875,23
3.1007227897644043,23
3.1211929321289062,23
3.141342878341675,23
3.1612558364868164,23
3.181769847869873,23
3.2018139362335205,23
3.222032070159912,23
3.2421810626983643,23
3.262356996536255,23
3.2826380729675293,23
3.3027539253234863,23
3.323068857192993,23
3.343186855316162,23
3.3633179664611816,23
3.3836758136749268,24
3.4039058685302734,23
3.4241020679473877,23
3.44427490234375,23
3.46435809135437,23
3.484699010848999,23
3.504807949066162,23
3.5251240730285645,23
3.5452568531036377,23
3.5653939247131348,24
3.585725784301758,24
3.60591197013855,23
3.626182794570923,23
3.646327018737793,23
3.666463851928711,23
3.6868138313293457,23
3.70687198638916,23
3.7271769046783447,23
3.747314929962158,23
3.7674758434295654,23
3.787808895111084,23
3.8079068660736084,23
3.8280580043792725,23
3.84834885597229,23
3.868518114089966,23
3.8888118267059326,23
3.9089138507843018,23
3.9292519092559814,23
3.9495677947998047,23
3.969589948654175,23
3.989861011505127,23
4.00996994972229,23
4.030151844024658,23
4.050391912460327,23
4.070523738861084,23
4.090848922729492,23
4.110970973968506,23
4.1311469078063965,23
4.151556015014648,23
4.171566963195801,23
4.19206690788269,23
4.212058067321777,23
4.232277870178223,23
4.252558946609497,23
4.272645950317383,23
4.2929368019104,23
4.313063859939575,23
4.333219051361084,23
4.353563070297241,23
4.373646020889282,23
4.393945932388306,23
4.414125919342041,23
4.434405088424683,23
4.454560995101929,23
4.474672794342041,23
4.495002031326294,23
4.515161037445068,23
4.5352418422698975,23
4.555588960647583,23
4.5757060050964355,23
4.595980882644653,23
4.616148948669434,23
4.63627290725708,23
4.656653881072998,23
4.676775932312012,23
4.697071075439453,23
4.71727991104126,23
4.737323999404907,23
4.757640838623047,23
4.777854919433594,23
4.79805588722229,23
4.8182408809661865,23
4.838321924209595,23
4.8588080406188965,23
4.87883996963501,23
4.89894700050354,23
4.919234037399292,23
4.939665079116821,23
4.960005044937134,23
4.979789972305298,23
4.999997854232788,23
5.020296812057495,23
5.040442943572998,23
5.060771942138672,23
5.080885887145996,23
5.100986003875732,23
5.1213219165802,23
5.141542911529541,23
5.161752939224243,23
5.181987047195435,23
5.202008008956909,23
5.22253680229187,23
5.242543935775757,23
5.262822866439819,23
5.283035755157471,23
5.303056955337524,23
5.323368787765503,23
5.343551874160767,23
5.363863945007324,23
5.384041786193848,23
5.404087066650391,23
5.424384832382202,23
5.4446189403533936,23
5.464850902557373,23
5.485107898712158,23
5.5051000118255615,23
5.5254199504852295,23
5.5455427169799805,23
5.565859079360962,23
5.58600378036499,23
5.606142997741699,23
5.626705884933472,23
5.646640777587891,23
5.666878938674927,23
5.687195062637329,23
5.7071638107299805,23
5.727552890777588,23
5.7476348876953125,23
5.767965793609619,23
5.7882208824157715,23
5.808206081390381,23
5.828534841537476,23
5.848679780960083,23
5.8689939975738525,23
5.8891119956970215,23
5.909224987030029,23
5.929747819900513,23
5.949951887130737,23
5.969864845275879,23
5.990142822265625,23
6.010295867919922,23
6.030585050582886,23
6.050731897354126,23
6.070856809616089,23
6.091202020645142,23
6.111389875411987,23
6.131598949432373,23
6.151928901672363,24
6.172132968902588,30
6.19228196144104,65
6.212651014328003,104
6.232814073562622,123
6.2529919147491455,115
6.2732789516448975,145
6.293766736984253,114
6.313774108886719,131
6.334035873413086,126
6.35433292388916,149
6.374483823776245,146
6.394770860671997,135
6.415090799331665,138
6.435354948043823,130
6.45556902885437,130
6.475902795791626,110
6.495999813079834,111
6.5163397789001465,138
6.536593914031982,123
6.556731700897217,171
6.577139854431152,143
6.597360849380493,111
6.617645978927612,122
6.6377949714660645,131
6.658109903335571,170
6.678489923477173,166
6.698568820953369,121
6.71891713142395,185
6.739223003387451,158
6.759305953979492,125
6.779687881469727,154
6.799923896789551,140
6.82009482383728,114
6.840402841567993,138
6.8607017993927,174
6.880887985229492,142
6.901139974594116,132
6.92145299911499,114
6.941949844360352,117
6.961870908737183,96
6.982045888900757,85
7.002156019210815,99
7.022494792938232,102
7.042601823806763,86
7.062901973724365,78
7.083227157592773,107
7.103391885757446,108
7.123491048812866,90
7.143855094909668,89
7.163949966430664,68
7.18432879447937,58
7.204463958740234,58
7.224524021148682,82
7.244795799255371,97
7.265055894851685,89
7.285276889801025,87
7.30541205406189,86
7.325552701950073,88
7.345890045166016,85
7.366102933883667,77
7.386366844177246,100
7.406495809555054,80
7.426754951477051,74
7.446940898895264,74
7.467031955718994,58
7.487323760986328,55
7.5074968338012695,53
7.527896881103516,60
7.547918081283569,73
7.568334102630615,75
7.5883870124816895,84
7.608521938323975,91
7.628860950469971,99
7.648956775665283,86
7.669317960739136,79
7.689465045928955,79
7.709524869918823,84
7.729886770248413,67
7.749985933303833,57
7.770385026931763,71
7.790575981140137,66
7.810577154159546,51
7.831049919128418,47
7.851019859313965,56
7.871334075927734,75
7.891613960266113,80
7.9116127490997314,70
7.932101011276245,61
7.952309846878052,58
7.972539901733398,67
7.992505073547363,83
8.012829780578613,113
8.0331289768219,102
8.053386926651001,106
8.07361388206482,104
8.093900918960571,99
8.114031076431274,96
8.134212970733643,91
8.154330015182495,76
8.174982070922852,87
8.194875717163086,90
8.215051889419556,92
8.23519515991211,95
8.2553551197052,81
8.275650978088379,89
8.295933961868286,104
8.316257953643799,131
8.336403846740723,120
8.356716871261597,102
8.377028942108154,114
8.39716386795044,97
8.417259931564331,82
8.43762493133545,109
8.457710027694702,93
8.478024959564209,85
8.498265981674194,85
8.518320798873901,81
8.538608074188232,75
8.558763027191162,99
8.57907509803772,92
8.599200010299683,89
8.619517803192139,102
8.639638900756836,92
8.659782886505127,85
8.680248975753784,92
8.700227975845337,84
8.720507144927979,81
8.740936756134033,109
8.76101279258728,92
8.78137493133545,107
8.80181074142456,103
8.821597814559937,83
8.841866970062256,83
8.862008094787598,75
8.882373094558716,71
8.9024817943573,85
8.922560930252075,77
8.943226099014282,77
8.963078737258911,85
