Time (s),Temporalis,Buccinator,Suprahyoid,Massater,Trial
0.0011551380157470703,23,23,20,42,71
0.0014929771423339844,24,23,20,41,71
0.0018210411071777344,26,23,20,41,71
0.002147197723388672,26,23,20,41,71
0.002480030059814453,25,23,20,41,71
0.0028040409088134766,24,23,20,41,71
0.003133058547973633,24,22,19,41,71
0.0034711360931396484,24,23,19,42,71
0.0038030147552490234,23,23,19,42,71
0.004130125045776367,23,23,21,42,71
0.004452943801879883,23,23,20,42,71
0.004786014556884766,23,23,20,43,71
0.0051081180572509766,23,23,20,42,71
0.0054399967193603516,23,23,20,43,71
0.005774259567260742,23,23,22,42,71
0.006104230880737305,23,23,22,42,71
0.006445169448852539,23,23,22,42,71
0.006768941879272461,23,23,22,42,71
0.0071010589599609375,23,23,21,42,71
0.007425069808959961,24,23,21,42,71
0.007756233215332031,23,23,22,43,71
0.00808095932006836,23,23,22,42,71
0.008405208587646484,23,23,22,43,71
0.00873708724975586,23,23,22,42,71
0.009084939956665039,23,23,21,42,71
0.009420156478881836,23,23,21,42,71
0.009743928909301758,23,22,21,42,71
0.010066032409667969,23,23,22,42,71
0.010412216186523438,23,22,22,42,71
0.01069021224975586,23,22,21,43,71
0.010978221893310547,23,23,20,43,71
0.011243104934692383,23,23,20,43,71
0.01155996322631836,23,23,20,43,71
0.011825084686279297,23,23,22,42,71
0.01208806037902832,23,23,22,42,71
0.012378215789794922,23,23,22,42,71
0.012642145156860352,23,23,21,42,71
0.012918233871459961,23,23,23,42,71
0.013194084167480469,23,23,22,42,71
0.013464212417602539,23,23,23,42,71
0.013769149780273438,23,23,23,43,71
0.014037132263183594,23,23,22,42,71
0.014311075210571289,23,23,22,42,71
0.014576911926269531,23,23,21,42,71
0.014868021011352539,23,23,21,42,71
0.015133142471313477,23,23,21,42,71
0.0153961181640625,23,23,20,42,71
0.01567220687866211,23,23,21,42,71
0.01593613624572754,24,23,20,44,71
0.016229867935180664,25,23,20,44,71
0.016495227813720703,26,23,21,44,71
0.016758203506469727,25,23,20,43,71
0.01705026626586914,25,23,20,42,71
0.017315149307250977,24,23,20,42,71
0.017588138580322266,24,23,20,42,71
0.017855167388916016,23,23,20,42,71
0.01813197135925293,24,22,20,42,71
0.01840496063232422,23,23,20,42,71
0.01867818832397461,23,23,19,42,71
0.018954038619995117,23,22,19,42,71
0.01921701431274414,23,23,19,42,71
0.01949024200439453,23,23,19,42,71
0.019752979278564453,23,23,19,41,71
0.02001810073852539,23,23,20,41,71
0.02034306526184082,23,23,19,42,71
0.02057814598083496,23,23,19,42,71
0.020830154418945312,23,22,19,42,71
0.02106022834777832,23,23,20,42,71
0.021320104598999023,23,22,20,42,71
0.02154707908630371,23,23,21,42,71
0.021775245666503906,23,22,20,42,71
0.02202010154724121,23,23,21,42,71
0.02224588394165039,23,23,23,43,71
0.022480010986328125,23,23,21,43,71
0.022709131240844727,23,23,22,43,71
0.022936105728149414,24,23,21,42,71
0.023172855377197266,23,22,21,42,71
0.02340102195739746,23,23,20,42,71
0.023632049560546875,24,23,20,42,71
0.023859024047851562,25,23,20,41,71
0.024092912673950195,24,23,21,41,71
0.024320125579833984,24,22,21,42,71
0.02454519271850586,24,22,21,42,71
0.02477717399597168,23,22,21,42,71
0.025004148483276367,23,22,20,42,71
0.025238037109375,24,23,20,42,71
0.02546525001525879,23,23,19,42,71
0.025691986083984375,23,23,19,42,71
0.0259249210357666,23,23,19,41,71
0.026153087615966797,23,23,19,42,71
0.026386022567749023,23,23,19,41,71
0.02661299705505371,23,22,19,42,71
0.026847124099731445,23,23,19,41,71
0.027081966400146484,23,22,19,42,71
0.02731013298034668,23,22,20,42,71
0.027544260025024414,23,23,20,42,71
0.02777099609375,23,23,21,43,71
0.02800607681274414,23,23,20,42,71
0.028232097625732422,23,23,20,42,71
0.028461217880249023,23,23,20,42,71
0.02869415283203125,23,22,20,42,71
0.028921842575073242,23,23,19,42,71
0.029154062271118164,23,23,19,42,71
0.029381990432739258,23,23,19,42,71
0.029615163803100586,23,22,19,42,71
0.029844999313354492,23,22,19,42,71
0.03007221221923828,23,22,19,42,71
0.03030705451965332,23,23,19,42,71
0.030541181564331055,23,22,19,42,71
0.03074789047241211,23,23,19,42,71
0.030947208404541016,23,22,19,42,71
0.031145095825195312,23,23,19,42,71
0.03136014938354492,23,23,19,42,71
0.03155803680419922,23,23,19,42,71
0.03177809715270996,23,23,20,42,71
0.03197598457336426,23,23,20,42,71
0.03217601776123047,23,22,19,42,71
0.03237605094909668,23,22,19,42,71
0.03257393836975098,23,22,19,42,71
0.03278326988220215,23,22,19,42,71
0.03297996520996094,23,23,20,42,71
0.0331881046295166,23,23,19,42,71
