Time (s),Temporalis,Buccinator,Suprahyoid,Massater,Trial
0.0038678646087646484,23,23,22,41,15
0.009662866592407227,23,23,22,42,15
0.015900850296020508,23,23,22,42,15
0.021645784378051758,23,23,22,42,15
0.027437925338745117,23,23,22,42,15
0.03342580795288086,23,23,21,42,15
0.040721893310546875,23,23,21,41,15
0.04571700096130371,23,22,21,42,15
0.05116987228393555,24,22,21,42,15
0.05712175369262695,24,23,21,42,15
0.06308102607727051,24,22,20,42,15
0.06905698776245117,24,22,21,42,15
0.07488393783569336,24,22,22,42,15
0.08103585243225098,24,22,22,42,15
0.08692383766174316,24,22,21,42,15
0.09289097785949707,24,22,21,41,15
0.09855890274047852,24,22,21,42,15
0.1045987606048584,24,22,20,42,15
0.11067986488342285,24,22,20,42,15
0.11664700508117676,24,23,20,41,15
0.12240481376647949,25,23,20,42,15
0.12832283973693848,24,22,20,42,15
0.13435077667236328,24,22,20,42,15
0.1402139663696289,24,22,20,42,15
0.1462259292602539,24,22,20,42,15
0.1519320011138916,24,22,20,42,15
0.15795373916625977,24,23,20,42,15
0.16385483741760254,24,22,20,42,15
0.1697978973388672,24,23,20,42,15
0.1755678653717041,24,23,20,42,15
0.18164992332458496,24,23,20,42,15
0.18761610984802246,24,22,19,42,15
0.19335675239562988,24,23,21,42,15
0.19942498207092285,24,23,21,42,15
0.2053828239440918,24,22,21,42,15
0.21154212951660156,24,23,21,42,15
0.21718573570251465,24,23,22,42,15
0.22308897972106934,24,22,21,42,15
0.22906994819641113,24,22,21,42,15
0.23511195182800293,24,23,21,42,15
0.2408459186553955,24,22,22,42,15
0.24682974815368652,24,22,23,42,15
0.25279903411865234,24,23,24,42,15
0.258742094039917,24,23,23,41,15
0.2647738456726074,24,22,23,42,15
0.2705998420715332,24,23,22,42,15
0.2765319347381592,24,22,22,42,15
0.28247690200805664,24,23,22,41,15
0.28834986686706543,24,22,21,42,15
0.2942657470703125,24,22,22,42,15
0.30023789405822754,24,23,21,42,15
0.3061988353729248,25,23,21,42,15
0.3120138645172119,25,23,21,42,15
0.3179967403411865,26,23,21,41,15
0.3239901065826416,27,23,20,41,15
0.3299567699432373,28,23,20,41,15
0.3357398509979248,29,23,20,41,15
0.3417689800262451,29,23,20,41,15
0.3476738929748535,28,23,20,41,15
0.35346269607543945,28,23,20,41,15
0.3594539165496826,27,23,20,41,15
0.36541080474853516,27,23,20,41,15
0.37139105796813965,26,23,20,41,15
0.3772108554840088,26,23,20,41,15
0.3831958770751953,26,23,20,41,15
0.38919997215270996,25,22,20,41,15
