Time (s),Temporalis,Buccinator,Suprahyoid,Massater,Trial
0.004560947418212891,23,23,19,42,85
0.009835958480834961,23,23,19,42,85
0.015813827514648438,23,23,20,42,85
0.026900053024291992,23,22,19,42,85
0.02790975570678711,23,22,19,42,85
0.03790092468261719,23,22,19,42,85
0.0400238037109375,23,23,19,42,85
0.045623779296875,23,23,19,42,85
0.051490068435668945,23,22,19,42,85
0.05729484558105469,23,22,20,42,85
0.06325197219848633,23,22,20,42,85
0.06930994987487793,23,23,19,42,85
0.07526779174804688,23,23,19,42,85
0.08096480369567871,23,23,20,42,85
0.08692789077758789,23,22,19,42,85
0.09293794631958008,23,23,19,42,85
0.0988929271697998,23,23,19,42,85
0.1046290397644043,23,23,19,42,85
0.11065483093261719,23,23,20,42,85
0.11705708503723145,23,23,20,42,85
0.12280082702636719,23,23,20,42,85
0.12857484817504883,23,22,19,42,85
0.13443684577941895,23,22,19,42,85
0.14040398597717285,23,23,19,42,85
0.14632177352905273,23,22,19,42,85
0.1521317958831787,23,22,20,42,85
0.15820598602294922,23,23,20,42,85
0.1640479564666748,23,23,20,42,85
0.17009997367858887,23,23,19,42,85
0.17582273483276367,23,23,20,42,85
0.18188691139221191,23,23,20,42,85
0.1878049373626709,23,23,20,42,85
0.19365501403808594,23,22,20,42,85
0.19938302040100098,23,22,20,42,85
0.20551776885986328,23,22,19,42,85
0.21147584915161133,23,23,19,42,85
0.21966099739074707,23,22,19,42,85
0.22357583045959473,23,23,20,42,85
0.2292649745941162,23,22,19,42,85
0.23540306091308594,23,23,19,42,85
0.24129796028137207,23,23,19,42,85
0.2470080852508545,23,23,19,42,85
0.2529628276824951,23,23,20,42,85
0.25896191596984863,23,23,20,42,85
0.2649269104003906,23,23,19,42,85
0.27080774307250977,23,23,20,42,85
0.27690982818603516,23,23,19,42,85
0.28262996673583984,23,23,19,42,85
0.2884407043457031,23,23,19,42,85
0.2944509983062744,23,23,19,42,85
0.300429105758667,23,23,19,42,85
0.3064279556274414,23,23,19,42,85
0.31223392486572266,23,23,19,42,85
0.3182547092437744,23,23,20,42,85
0.3242068290710449,23,23,19,42,85
0.33008384704589844,23,23,20,42,85
0.33604979515075684,23,23,20,42,85
0.3419959545135498,23,23,20,42,85
0.34783172607421875,23,23,21,42,85
0.3537609577178955,23,23,20,42,85
0.3594980239868164,23,23,20,42,85
0.36548876762390137,23,23,20,42,85
0.3713529109954834,23,23,20,42,85
0.3773839473724365,23,23,20,42,85
0.3831937313079834,23,23,21,42,85
0.38929104804992676,23,23,22,42,85
0.39531707763671875,23,23,22,42,85
