Time (s),Temporalis,Buccinator,Suprahyoid,Massater
0.0018467903137207031,22,23,42,23
0.0024619102478027344,21,23,42,23
0.0030727386474609375,20,23,42,23
0.0035729408264160156,20,23,42,23
0.017784833908081055,20,23,42,23
0.038881778717041016,19,23,42,23
0.06022763252258301,19,23,42,23
0.08134675025939941,19,23,43,23
0.10276675224304199,19,23,42,23
0.12399888038635254,19,23,42,23
0.14511370658874512,19,24,42,23
0.16638970375061035,19,23,42,23
0.1877119541168213,19,23,43,23
0.2089369297027588,19,23,43,24
0.2301797866821289,19,23,43,23
0.2514629364013672,19,23,43,23
0.272907018661499,19,23,46,23
0.293989896774292,19,23,46,23
0.3154296875,19,23,48,23
0.3365178108215332,19,23,53,23
0.3578486442565918,19,24,51,23
0.3793187141418457,19,23,48,23
0.4003908634185791,19,23,46,23
0.4216477870941162,19,23,46,23
0.44281983375549316,19,23,44,23
0.4641847610473633,19,23,44,23
0.4854128360748291,19,23,43,23
0.5067567825317383,19,23,43,23
0.5280618667602539,19,23,43,23
0.5491888523101807,19,24,47,23
0.5705058574676514,19,24,48,23
0.5916979312896729,19,24,56,24
0.6130549907684326,19,24,65,23
0.6344797611236572,19,24,65,23
0.6554758548736572,19,24,68,23
0.6767957210540771,19,24,92,25
0.6979808807373047,19,24,98,26
0.7194209098815918,20,26,117,28
0.7406578063964844,20,25,107,27
0.7619888782501221,20,25,84,26
0.7832517623901367,20,24,70,25
0.8044369220733643,20,24,60,24
0.825800895690918,20,24,53,24
0.846956729888916,19,24,51,24
0.8682878017425537,20,26,52,24
0.8895888328552246,20,26,67,24
0.9108216762542725,20,30,111,23
0.932208776473999,20,30,236,24
0.9534556865692139,20,28,277,24
0.974827766418457,19,29,291,24
0.996173620223999,19,29,274,23
1.0174930095672607,19,27,245,23
1.0388059616088867,19,26,172,23
1.0601108074188232,19,25,126,23
1.081312656402588,19,25,98,23
1.1025848388671875,19,25,83,24
1.1237318515777588,20,25,79,24
