Time (s),Temporalis,Buccinator,Suprahyoid,Massater
0.0017590522766113281,19,23,44,23
0.0024781227111816406,19,23,45,23
0.003174304962158203,19,23,44,23
0.003979206085205078,19,23,43,23
0.018396377563476562,19,23,45,23
0.03950333595275879,19,23,44,23
0.0609281063079834,19,23,44,23
0.08210515975952148,19,23,43,23
0.10353899002075195,19,24,43,23
0.1246023178100586,19,23,43,23
0.1458890438079834,19,23,42,23
0.16732120513916016,19,24,42,23
0.18847012519836426,19,23,42,23
0.20974230766296387,19,23,43,23
0.23097920417785645,19,23,43,23
0.25234222412109375,19,24,44,23
0.27347612380981445,19,23,43,23
0.2947201728820801,19,23,43,23
0.31608033180236816,19,23,43,24
0.33724498748779297,19,23,42,23
0.35857105255126953,19,23,43,23
0.3797311782836914,19,23,42,23
0.4010961055755615,19,23,42,23
0.4222562313079834,19,23,43,23
0.4435710906982422,19,24,44,23
0.4649062156677246,19,23,43,23
0.48609423637390137,19,23,42,23
0.5073831081390381,19,23,43,23
0.5285482406616211,19,23,42,23
0.5498991012573242,19,23,42,23
0.571058988571167,19,23,42,23
0.5923862457275391,19,23,42,23
0.613706111907959,19,23,43,23
0.6348962783813477,19,23,42,23
0.6562309265136719,19,23,42,23
0.6774060726165771,19,23,42,23
0.6986923217773438,19,23,42,23
0.720069169998169,19,23,42,23
0.7414469718933105,19,23,43,23
0.7625231742858887,19,23,42,23
0.7836742401123047,19,23,43,23
0.8050382137298584,19,23,42,23
0.8263640403747559,19,23,42,23
0.8475179672241211,19,23,42,23
0.868976354598999,19,23,42,23
0.8901641368865967,19,23,42,23
0.9113762378692627,19,23,42,23
0.9325189590454102,19,23,42,23
0.9538412094116211,19,23,43,22
0.9751482009887695,19,23,42,23
0.9963343143463135,19,23,42,23
1.0176701545715332,19,23,42,23
1.038879156112671,19,24,43,23
1.0601680278778076,19,23,42,23
1.081313133239746,20,23,42,23
1.1026849746704102,21,23,42,22
1.1240410804748535,20,23,42,23
1.1451451778411865,20,23,42,23
1.1665880680084229,19,23,43,23
1.1876652240753174,19,23,42,23
1.2089622020721436,19,23,42,23
1.2303061485290527,19,23,43,23
1.2514913082122803,19,23,43,23
1.2727980613708496,19,23,42,23
1.2940542697906494,19,23,42,23
1.3153259754180908,19,23,42,23
1.3364641666412354,19,23,41,23
1.3578362464904785,19,23,42,23
1.3791241645812988,19,23,42,23
1.4003031253814697,19,23,42,23
1.4216179847717285,19,23,41,23
1.442763090133667,19,23,42,23
1.4641060829162598,19,23,42,23
1.485424280166626,19,23,42,23
1.5066020488739014,19,23,42,23
1.5279591083526611,20,23,43,23
1.5491552352905273,23,24,43,23
1.5704090595245361,23,24,43,23
1.5917420387268066,24,24,44,23
1.6129331588745117,23,24,52,23
1.634300947189331,21,23,53,23
1.6554052829742432,21,23,51,23
1.6767632961273193,20,24,48,23
1.6980962753295898,20,23,46,23
1.719245195388794,20,23,44,23
1.7405741214752197,21,23,43,23
1.7617151737213135,20,23,43,23
1.7830500602722168,20,23,42,23
1.8042199611663818,20,23,43,23
1.8255162239074707,19,23,43,23
1.8469510078430176,20,23,42,23
1.8681681156158447,20,23,42,23
1.8895041942596436,20,23,43,23
1.910560131072998,19,23,45,23
1.9319040775299072,20,23,47,24
1.953092098236084,19,23,46,25
1.9743642807006836,20,23,51,24
1.9957020282745361,20,24,57,24
2.016893148422241,19,24,59,24
2.0382680892944336,20,25,56,24
2.059408187866211,20,24,54,24
2.0807712078094482,19,24,54,24
2.1020560264587402,20,24,54,23
2.1231822967529297,20,24,63,24
2.14451003074646,20,24,70,25
2.165724277496338,20,24,78,25
2.1870150566101074,20,24,79,27
2.208336353302002,20,25,80,28
2.22955322265625,20,26,69,27
2.250852108001709,21,29,77,26
2.2720210552215576,20,30,91,27
2.2933719158172607,20,33,85,26
2.3145101070404053,20,31,70,25
2.335843086242676,19,29,64,24
2.357156276702881,19,29,63,25
2.3783082962036133,19,31,84,25
2.3996591567993164,19,37,201,27
2.4210171699523926,19,36,258,28
2.442355155944824,20,45,359,29
2.4636471271514893,20,42,302,30
2.485037088394165,20,38,264,30
2.5064079761505127,20,36,268,27
2.5276811122894287,19,36,240,26
2.5490450859069824,19,33,207,25
2.570329189300537,19,33,163,25
2.591564178466797,21,34,144,25
2.612854242324829,21,35,131,25
2.634160280227661,20,31,117,25
2.6554911136627197,19,29,109,25
2.676859140396118,19,27,91,24
2.6980092525482178,19,27,86,24
2.7193312644958496,19,26,74,24
2.7404801845550537,19,25,65,23
2.761810064315796,19,25,68,23
2.783142328262329,20,25,59,23
2.8043060302734375,20,27,53,23
2.8256373405456543,19,27,58,24
2.846797227859497,19,27,56,24
2.8683180809020996,19,34,53,24
2.8893420696258545,19,35,66,23
2.9106502532958984,19,42,89,24
2.932029962539673,20,46,115,26
2.953280210494995,20,76,193,31
2.9746241569519043,23,82,206,31
2.9960110187530518,23,65,192,28
3.0172760486602783,21,58,175,27
3.0386431217193604,21,56,177,26
3.0600080490112305,21,57,192,26
3.081306219100952,21,54,186,25
3.1024742126464844,21,51,157,25
3.1239981651306152,21,52,137,25
3.1452741622924805,20,64,123,25
3.166638135910034,22,56,101,26
3.1877641677856445,21,60,98,26
3.209095001220703,26,49,97,27
3.2304141521453857,24,39,92,26
3.2515511512756348,22,33,85,25
3.2728703022003174,21,30,88,24
3.294084310531616,22,28,73,24
3.3152811527252197,20,26,67,24
3.336393117904663,20,26,75,23
3.3579373359680176,20,25,100,23
3.3790781497955322,19,25,82,23
3.4004292488098145,19,26,76,24
3.421701192855835,19,25,66,24
3.442901134490967,19,28,59,24
3.4640891551971436,19,27,55,24
3.4856252670288086,19,27,53,24
3.5065691471099854,19,27,63,24
3.5278751850128174,19,26,62,23
3.549222230911255,19,35,60,23
3.5703611373901367,19,36,57,23
3.591722011566162,19,37,58,24
3.6128880977630615,19,34,62,25
3.634190082550049,19,31,62,24
3.6555540561676025,19,32,72,24
3.676704168319702,19,29,87,25
3.6980559825897217,19,32,97,26
3.7193779945373535,19,39,190,30
3.7407612800598145,21,52,203,31
3.762115240097046,22,49,219,35
3.783224105834961,21,48,163,31
3.804565191268921,20,41,136,29
3.8258702754974365,22,35,113,27
3.847249984741211,21,32,91,26
3.86855411529541,20,29,86,26
3.889761209487915,20,27,78,25
3.9108359813690186,20,26,67,24
3.932219982147217,19,25,65,24
3.9535350799560547,19,25,58,23
3.9746711254119873,19,24,55,23
3.996004104614258,19,26,53,24
4.017169952392578,21,30,57,24
4.038567066192627,21,37,109,29
4.059873104095459,21,48,104,27
4.0812060832977295,20,40,124,27
4.102520227432251,19,34,163,26
4.123849153518677,19,32,136,26
4.145207166671753,19,30,115,26
4.166413068771362,19,28,91,25
4.187708139419556,19,26,81,25
4.208830118179321,19,25,81,24
4.230177164077759,19,25,68,24
4.2514870166778564,19,24,68,24
4.272662162780762,19,24,66,24
4.293966293334961,19,24,69,24
4.315165042877197,19,24,74,25
4.3364763259887695,19,24,80,25
4.357840299606323,19,24,68,24
4.379011154174805,19,24,71,24
4.400295972824097,19,23,64,24
4.421475172042847,19,24,57,24
4.44278621673584,19,24,64,24
4.464107036590576,20,24,61,24
4.485284328460693,24,28,54,24
4.506616115570068,29,28,61,24
4.527775049209595,26,34,63,25
4.549134254455566,23,33,65,25
4.570277214050293,21,33,63,25
4.59164023399353,20,31,56,25
4.613013029098511,19,32,53,25
4.634125232696533,19,33,53,24
4.655425071716309,19,40,70,24
4.676800012588501,19,34,142,24
4.698101043701172,19,31,248,24
4.719437122344971,19,28,252,24
4.740786075592041,19,27,225,24
4.762124061584473,19,26,206,25
4.783300161361694,19,25,157,25
4.804639101028442,19,24,133,24
4.826005220413208,19,24,131,24
4.847275018692017,19,25,122,24
4.868713140487671,19,25,111,25
4.89005708694458,19,28,105,26
4.911126136779785,19,27,96,25
4.932429075241089,19,26,86,25
4.953785181045532,19,27,131,25
4.975092172622681,19,26,124,24
4.996488094329834,19,27,197,24
5.017794132232666,19,27,179,24
