Time (s),Temporalis,Buccinator,Suprahyoid,Massater
0.0019199848175048828,19,23,42,23
0.002763986587524414,19,23,42,23
0.0035409927368164062,19,23,43,22
0.003905057907104492,19,23,42,23
0.0176849365234375,19,23,42,23
0.03927922248840332,19,24,42,23
0.06029915809631348,19,23,42,23
0.08154797554016113,19,23,43,23
0.10289621353149414,19,23,42,23
0.1239621639251709,19,23,42,23
0.1455249786376953,19,24,42,23
0.16650819778442383,19,23,42,23
0.18767428398132324,19,23,42,23
0.20923614501953125,19,23,42,23
0.23053431510925293,19,23,42,23
0.25174808502197266,19,24,42,23
0.2731599807739258,19,23,43,23
0.29411911964416504,19,23,42,23
0.315093994140625,19,23,43,23
0.3368661403656006,20,23,45,24
0.3580360412597656,20,23,44,24
0.3792760372161865,20,23,46,24
0.40048718452453613,19,23,45,23
0.4217801094055176,19,23,45,23
0.4432063102722168,19,23,47,23
0.4641001224517822,19,23,48,23
0.4854750633239746,19,23,46,23
0.5068752765655518,19,24,45,23
0.5279951095581055,19,23,45,23
0.5493011474609375,19,23,44,23
0.5704641342163086,19,23,43,23
0.5918281078338623,19,24,44,23
0.6131901741027832,19,23,44,23
0.6345291137695312,19,23,44,23
0.6557281017303467,19,23,43,23
0.6767981052398682,19,23,46,22
0.6981539726257324,19,23,45,23
0.7194559574127197,19,23,44,23
0.7406699657440186,19,24,44,23
0.7620460987091064,19,23,43,23
0.7831201553344727,19,23,44,23
0.8045151233673096,19,23,43,23
0.8256452083587646,19,23,43,23
0.8469541072845459,19,23,52,24
0.8683421611785889,19,23,63,24
0.8894991874694824,19,24,82,23
0.9108190536499023,20,26,184,27
0.9321889877319336,19,26,169,29
0.953740119934082,19,26,159,31
0.9748489856719971,19,26,124,29
0.9960052967071533,19,26,99,28
1.0172653198242188,19,25,81,26
1.0386428833007812,19,24,67,25
1.0597991943359375,19,25,63,25
1.0810842514038086,19,28,58,25
1.1023542881011963,19,36,54,26
1.1236541271209717,19,40,54,26
1.144927978515625,19,46,60,27
1.1661090850830078,19,47,58,26
1.187474250793457,19,42,66,27
1.2085943222045898,19,36,80,26
1.2299320697784424,19,32,87,25
1.2512450218200684,19,29,90,26
1.2725722789764404,19,28,115,25
1.2939209938049316,20,27,95,25
1.3151962757110596,21,25,91,24
1.3362970352172852,20,25,81,24
1.3575842380523682,20,24,67,24
1.3787519931793213,19,24,67,23
1.4001421928405762,19,24,63,23
1.421274185180664,19,24,66,23
1.442471981048584,19,24,68,23
1.4638841152191162,19,24,60,23
1.4852321147918701,19,24,56,23
