Time (s),Temporalis,Buccinator,Suprahyoid,Massater
0.001682281494140625,19,23,42,23
0.002399921417236328,19,23,42,23
0.0029191970825195312,19,23,42,23
0.0034291744232177734,19,23,42,23
0.018763065338134766,19,23,42,23
0.040026187896728516,19,23,41,23
0.06127524375915527,19,23,42,23
0.08277702331542969,19,23,42,23
0.10364794731140137,19,23,42,23
0.12495708465576172,19,23,42,23
0.14630913734436035,19,24,42,23
0.16737985610961914,19,23,42,23
0.18888497352600098,19,23,42,23
0.21008515357971191,19,23,42,23
0.23145794868469238,19,23,42,23
0.2526671886444092,19,23,42,23
0.2738502025604248,19,23,43,23
0.2952299118041992,19,23,42,23
0.31634998321533203,19,23,43,23
0.3376612663269043,20,23,42,23
0.3587920665740967,20,23,42,23
0.38020920753479004,19,23,43,23
0.4014739990234375,19,23,43,23
0.42247605323791504,19,23,42,23
0.4438471794128418,19,23,42,23
0.4650270938873291,19,23,42,23
0.48640894889831543,19,23,42,23
0.5078370571136475,19,23,42,23
0.5289671421051025,19,23,42,23
0.550368070602417,19,23,42,23
0.5714569091796875,19,23,42,23
0.5927321910858154,19,23,42,23
0.6140642166137695,20,23,43,23
0.6352901458740234,19,24,43,23
0.656588077545166,19,23,45,23
0.677638053894043,19,23,50,23
0.6989459991455078,19,23,50,23
0.720329999923706,19,24,52,23
0.7414209842681885,20,24,57,23
0.7627840042114258,20,24,68,23
0.7840800285339355,20,24,64,23
0.8053722381591797,20,24,67,23
0.8264451026916504,20,24,68,24
0.8478190898895264,19,24,68,24
0.8690149784088135,19,24,76,24
0.8904430866241455,19,23,71,23
0.911715030670166,19,23,88,24
0.9327652454376221,19,24,73,24
0.9540970325469971,20,24,63,24
0.975257158279419,20,23,56,24
0.9965569972991943,21,24,51,23
1.0178868770599365,22,24,48,24
1.0390870571136475,21,24,46,24
1.0603971481323242,22,24,75,24
1.0817561149597168,21,26,137,24
1.103058099746704,20,28,146,25
1.1244070529937744,20,27,157,25
1.1457390785217285,20,29,142,26
1.1670498847961426,20,40,113,25
1.188305139541626,19,35,130,24
1.2095789909362793,19,33,122,24
1.2309081554412842,20,34,122,24
1.252182960510254,20,33,150,24
1.2735412120819092,20,32,130,24
1.2949800491333008,19,34,110,24
1.3159658908843994,19,34,94,24
1.3373749256134033,19,31,88,25
1.3587062358856201,19,35,93,25
1.379810094833374,19,36,84,25
1.4012248516082764,20,36,77,26
1.4223039150238037,20,37,77,28
1.4436578750610352,20,37,92,27
1.4648518562316895,19,34,94,26
1.486396074295044,20,31,103,25
1.5075502395629883,20,29,180,25
1.5288441181182861,20,28,191,24
1.5502209663391113,22,27,204,25
1.5716001987457275,21,26,170,25
1.5928771495819092,20,25,153,25
1.614427089691162,20,25,160,24
1.635716199874878,20,24,133,23
1.657043218612671,20,24,110,24
1.6781702041625977,20,24,94,23
1.6994760036468506,19,24,86,25
1.7207801342010498,19,24,73,24
1.7420930862426758,19,24,62,24
1.7634410858154297,19,27,57,25
1.784637212753296,19,30,59,28
1.8059580326080322,19,28,55,27
1.8269932270050049,19,27,57,26
1.8484001159667969,19,27,104,25
1.8696980476379395,19,27,135,24
1.891059160232544,19,26,156,24
1.9123520851135254,19,25,138,23
1.9344031810760498,19,25,144,23
1.9550440311431885,19,25,131,23
1.9762349128723145,19,25,125,23
1.9977080821990967,19,25,110,23
2.0189528465270996,19,24,103,23
2.0404369831085205,19,24,95,23
2.0629639625549316,19,24,86,23
2.0827901363372803,19,30,93,23
2.103896141052246,19,33,93,24
2.1249840259552,19,35,82,25
2.146311044692993,19,42,78,24
2.1676580905914307,19,45,130,24
2.1889641284942627,20,48,112,24
2.210301160812378,20,50,129,24
2.2316789627075195,20,49,107,24
2.252955198287964,19,43,100,24
2.2742080688476562,20,50,122,24
2.2954440116882324,19,50,146,24
2.3168110847473145,19,48,202,24
2.338182210922241,20,59,273,24
2.3595130443573,20,50,213,25
2.38080096244812,19,44,165,25
2.4021952152252197,19,38,126,24
2.423417091369629,19,36,104,25
2.44464111328125,19,33,84,25
2.4659252166748047,19,31,75,25
2.487110137939453,19,32,85,27
2.508436918258667,19,31,94,27
2.5297651290893555,19,32,97,27
2.5510990619659424,20,31,167,27
2.5724241733551025,21,30,139,28
2.593647003173828,20,28,114,33
2.6151161193847656,20,29,95,31
2.6361641883850098,21,38,88,30
2.6574161052703857,21,49,93,30
2.678788185119629,20,45,74,28
2.6999521255493164,19,38,99,26
