Time (s),Temporalis,Buccinator,Suprahyoid,Massater
0.001725912094116211,18,23,43,23
0.0022897720336914062,18,23,43,23
0.002833843231201172,18,23,43,23
0.003329038619995117,18,23,42,22
0.01810479164123535,18,24,42,22
0.039350032806396484,18,23,42,23
0.06128096580505371,18,23,42,22
0.08168172836303711,18,23,42,22
0.10313296318054199,18,23,42,23
0.12436676025390625,18,23,42,23
0.14541387557983398,18,24,41,23
0.16679692268371582,18,23,42,23
0.18791699409484863,18,23,42,23
0.20928573608398438,18,23,42,23
0.23056268692016602,18,24,42,23
0.2518739700317383,18,23,42,23
0.273134708404541,19,23,42,23
0.29436588287353516,19,23,42,23
0.31564998626708984,19,23,42,23
0.33679676055908203,19,23,42,23
0.35825204849243164,19,23,42,23
0.3796348571777344,19,23,42,23
0.40070080757141113,19,23,42,23
0.42205071449279785,19,23,42,23
0.4431169033050537,19,23,42,23
0.4644808769226074,19,23,42,23
0.4863898754119873,19,23,42,23
0.5068359375,20,23,42,23
0.5284898281097412,22,24,42,23
0.5492379665374756,21,24,41,23
0.5708527565002441,20,23,42,23
0.5918309688568115,20,23,42,23
0.6132979393005371,20,23,43,23
0.6345138549804688,20,23,42,23
0.6558210849761963,20,23,43,23
0.67710280418396,19,23,43,23
0.6982808113098145,20,23,43,23
0.7197349071502686,19,23,42,23
0.7408678531646729,19,24,45,23
0.7620878219604492,19,24,44,23
0.7833898067474365,19,24,43,23
0.8044898509979248,19,23,42,23
0.825908899307251,19,23,43,23
0.8470168113708496,19,23,42,23
0.8685407638549805,19,23,42,23
0.8896939754486084,20,23,42,23
0.9111568927764893,19,23,42,23
0.9330508708953857,20,23,42,23
0.9533519744873047,19,23,42,23
0.9747867584228516,19,23,42,23
0.9959170818328857,19,24,42,23
1.0172290802001953,19,23,42,23
1.038583755493164,19,23,42,23
1.0597598552703857,19,23,42,23
1.0812957286834717,19,23,42,23
1.1023380756378174,19,23,42,23
1.1235377788543701,19,23,42,23
1.1448450088500977,19,23,46,23
1.1660478115081787,19,23,51,23
1.1873908042907715,19,24,57,24
1.2085340023040771,19,23,56,23
1.2298448085784912,19,23,72,24
1.2510199546813965,19,24,90,26
1.2723548412322998,19,24,94,27
1.293691873550415,19,26,115,30
1.3150458335876465,19,25,100,29
1.3361809253692627,19,25,80,27
1.3575077056884766,20,26,70,26
1.3788490295410156,20,25,79,26
1.399965763092041,20,25,82,25
1.4213249683380127,19,24,84,25
1.4424607753753662,20,24,82,24
1.4638338088989258,20,24,67,24
1.4851939678192139,19,28,60,24
1.5063097476959229,19,44,66,25
1.5276427268981934,19,40,65,26
1.5487816333770752,19,41,62,26
1.5701439380645752,19,38,68,25
1.5914807319641113,19,38,74,26
1.6126599311828613,19,40,76,25
1.6339778900146484,19,34,116,26
1.655301809310913,19,31,138,27
1.676649808883667,19,28,171,28
1.6980810165405273,20,29,156,26
1.7194278240203857,20,27,136,26
1.7406189441680908,20,26,104,26
1.7619447708129883,20,25,93,26
1.7832987308502197,20,25,80,25
1.8042957782745361,21,24,77,25
1.825631856918335,20,24,85,24
1.8469538688659668,20,25,75,24
1.8679919242858887,20,29,82,24
1.8895659446716309,19,31,89,25
1.9108219146728516,19,30,128,25
1.9321248531341553,20,36,141,25
1.953481912612915,19,38,116,24
