Time (s),Temporalis,Buccinator,Suprahyoid,Massater
0.0015358924865722656,19,24,42,23
0.002233743667602539,19,24,42,23
0.002907991409301758,19,24,42,23
0.004155874252319336,19,24,41,23
0.017024993896484375,19,24,41,23
0.03836703300476074,19,24,41,23
0.05964803695678711,19,24,42,23
0.08099794387817383,19,24,43,23
0.10255002975463867,19,24,42,23
0.12344694137573242,19,24,43,23
0.14482498168945312,19,24,42,23
0.1657710075378418,19,24,42,23
0.18729186058044434,19,24,42,23
0.2084338665008545,19,24,42,23
0.22983288764953613,19,24,42,23
0.25110292434692383,19,24,42,23
0.27233409881591797,19,24,42,23
0.2936530113220215,19,24,42,23
0.3147549629211426,19,24,42,23
0.3361399173736572,19,24,42,23
0.3572978973388672,20,24,43,23
0.37862610816955566,21,24,44,23
0.39992284774780273,20,24,45,23
0.4210999011993408,19,24,46,23
0.4424118995666504,19,24,48,24
0.46357202529907227,19,24,47,23
0.4849369525909424,19,24,47,23
0.5061051845550537,19,24,45,24
0.5274269580841064,19,24,45,23
0.5488231182098389,19,24,44,23
0.5698838233947754,19,24,44,23
0.5912909507751465,19,24,45,23
0.6125078201293945,20,24,49,23
0.6337001323699951,21,24,67,24
0.65482497215271,21,24,96,25
0.6764190196990967,21,27,121,29
0.6977698802947998,20,30,138,28
0.719005823135376,20,31,134,31
0.7401928901672363,20,29,115,29
0.7617111206054688,19,31,94,27
0.7827439308166504,19,28,80,25
0.8042140007019043,19,28,76,25
0.8252511024475098,19,27,67,24
0.8465328216552734,19,26,67,24
0.8678808212280273,19,26,63,24
0.8890669345855713,20,28,62,24
0.9103701114654541,20,27,60,24
0.9316840171813965,19,28,57,24
0.9528467655181885,19,26,58,23
0.9741649627685547,19,28,63,23
0.995358943939209,19,27,72,25
1.0167160034179688,19,26,63,25
1.0378618240356445,19,25,62,28
1.0592520236968994,19,24,59,28
1.080582857131958,19,24,55,27
1.1016640663146973,19,24,55,26
1.1228270530700684,19,24,56,26
1.1441779136657715,19,24,56,25
1.1655187606811523,19,24,55,25
1.1866297721862793,19,24,55,24
1.208080768585205,19,24,56,24
1.2293429374694824,19,24,70,24
1.2505028247833252,19,24,72,24
1.2718100547790527,19,24,76,24
1.2931158542633057,19,24,95,26
1.3143911361694336,19,24,124,26
1.335690975189209,19,24,110,26
1.356996774673462,19,24,89,25
1.378166913986206,19,24,73,24
1.3993217945098877,19,24,67,24
1.420854091644287,19,24,60,24
1.4419498443603516,19,29,59,24
1.4633841514587402,19,27,55,24
1.4845309257507324,19,26,54,23
1.5059058666229248,19,25,63,23
1.5272250175476074,19,25,119,26
1.5486209392547607,19,30,161,25
1.5698449611663818,19,28,148,25
1.591153860092163,19,27,145,26
1.6124629974365234,19,26,129,25
1.6336860656738281,19,25,98,24
1.654930830001831,19,24,77,23
1.676224946975708,20,24,64,23
1.6977579593658447,22,24,61,24
1.7188317775726318,21,24,68,24
1.7402408123016357,22,24,97,23
1.7616639137268066,21,24,123,23
1.7829618453979492,22,24,254,23
1.804271936416626,21,26,250,23
1.8254718780517578,20,27,220,24
1.846991777420044,20,29,214,23
1.8681459426879883,20,29,196,23
1.8895039558410645,19,28,186,23
1.910667896270752,19,27,197,23
1.9320478439331055,20,33,197,25
1.953366994857788,19,39,166,25
1.9747300148010254,19,34,134,25
1.9960529804229736,20,40,121,25
2.0173399448394775,19,37,114,25
2.038733959197998,19,43,126,25
2.0600929260253906,19,36,141,25
2.0812830924987793,19,32,133,24
2.102497100830078,19,30,140,24
2.123828887939453,19,29,129,26
2.1451339721679688,20,35,172,26
2.166527032852173,21,45,215,25
2.187898874282837,21,39,174,25
2.209188938140869,21,45,141,25
2.2304699420928955,21,37,121,24
2.2514407634735107,20,32,94,24
2.27301287651062,20,29,79,23
2.294003963470459,19,27,74,23
2.315351963043213,19,26,63,23
2.336623191833496,19,25,57,23
2.357866048812866,19,25,54,23
2.3791449069976807,19,24,51,23
2.400345802307129,20,25,51,23
2.4217710494995117,20,26,54,23
2.4428610801696777,19,25,51,23
2.4642350673675537,19,25,52,23
2.48561692237854,19,27,49,23
2.5066399574279785,19,26,49,23
2.528151035308838,19,25,47,24
2.5494699478149414,19,25,47,23
2.570564031600952,19,24,46,23
2.591855049133301,19,24,47,23
2.612874984741211,19,25,46,23
2.6342170238494873,19,25,46,23
2.6553568840026855,19,25,45,23
2.676953077316284,19,24,46,23
2.6981759071350098,19,24,55,23
