Time (s),Temporalis,Buccinator,Suprahyoid,Massater
0.0016880035400390625,19,23,43,24
0.0023889541625976562,19,24,43,24
0.0030748844146728516,19,24,42,24
0.0037589073181152344,19,24,42,23
0.017255783081054688,19,24,42,23
0.03845977783203125,19,23,42,23
0.059916019439697266,19,23,42,23
0.08124470710754395,19,24,42,23
0.1022489070892334,19,23,43,23
0.12353086471557617,19,23,45,24
0.14469599723815918,19,24,45,24
0.16604900360107422,19,24,44,24
0.18728899955749512,19,24,45,24
0.2083759307861328,19,24,45,24
0.2299339771270752,19,24,46,24
0.2510719299316406,19,24,47,24
0.27242588996887207,19,24,46,24
0.2936439514160156,19,24,46,25
0.31493091583251953,19,24,47,25
0.3360259532928467,18,25,46,25
0.35739898681640625,19,24,44,24
0.37874293327331543,19,24,44,24
0.3999149799346924,19,24,44,24
0.4211850166320801,19,24,45,23
0.4423956871032715,19,24,49,23
0.46374082565307617,19,24,61,23
0.4850919246673584,19,24,83,24
0.506274938583374,19,24,95,25
0.5275478363037109,19,24,111,26
0.5489668846130371,18,24,131,26
0.5702168941497803,19,25,164,29
0.5915477275848389,19,26,133,27
0.6129288673400879,21,26,108,26
0.6339917182922363,24,26,87,25
0.6554207801818848,22,25,74,24
0.6766970157623291,21,25,70,24
0.6979928016662598,20,27,65,26
0.719200849533081,20,28,63,26
0.7403628826141357,19,31,68,25
0.7616870403289795,19,33,66,25
0.7828600406646729,19,32,62,25
0.8041887283325195,19,30,59,25
0.8254828453063965,19,31,54,24
0.8466720581054688,19,28,53,24
0.8680188655853271,19,27,51,24
0.8892419338226318,19,26,51,24
0.9104890823364258,19,25,64,23
0.9317028522491455,19,26,68,24
0.9530649185180664,18,25,71,25
0.9743409156799316,19,24,71,25
0.9954769611358643,19,24,84,25
1.0168099403381348,19,24,88,24
1.0379869937896729,19,24,82,24
1.0593597888946533,19,24,70,24
1.0807421207427979,19,24,64,24
1.1019268035888672,19,24,60,24
1.1231410503387451,19,24,71,23
1.1443450450897217,20,24,73,23
1.1656968593597412,20,24,73,23
1.1869769096374512,19,24,89,23
1.2083089351654053,19,25,114,23
1.229464054107666,19,26,108,24
1.2507901191711426,20,28,90,25
1.2719478607177734,20,34,92,24
1.2932908535003662,19,34,95,24
1.3146517276763916,21,46,83,25
1.3357930183410645,21,46,79,27
1.3571698665618896,20,61,85,26
1.3783237934112549,20,66,80,25
1.399641990661621,21,58,73,26
1.420964002609253,23,67,78,27
1.4421069622039795,21,55,83,26
1.4634368419647217,20,51,92,26
1.484616756439209,20,43,87,25
1.50596284866333,20,42,83,26
1.5272889137268066,19,36,70,26
1.5484228134155273,19,32,68,25
1.5697579383850098,19,31,72,25
1.590914011001587,19,28,89,25
1.612226963043213,19,29,82,24
1.633423089981079,19,35,87,24
1.6549198627471924,19,39,118,24
1.6763198375701904,19,37,197,25
1.6974780559539795,19,39,167,24
1.7187309265136719,19,38,126,24
1.7400810718536377,19,38,140,24
1.7614200115203857,19,39,180,24
1.7827796936035156,19,39,139,24
1.8040540218353271,19,45,164,25
1.8254570960998535,19,41,183,24
1.8467459678649902,19,38,248,24
1.868074893951416,19,33,216,24
1.8894870281219482,19,34,192,24
1.9105918407440186,19,31,162,24
1.9319007396697998,19,31,136,25
1.9532630443572998,19,28,143,24
