Time (s),Temporalis,Buccinator,Suprahyoid,Massater
0.00180816650390625,19,24,42,23
0.0024700164794921875,19,24,42,23
0.002955913543701172,19,24,42,23
0.0034401416778564453,19,24,44,23
0.017215967178344727,20,24,42,23
0.03862905502319336,19,24,42,23
0.059999942779541016,19,24,43,23
0.08127808570861816,19,24,42,23
0.10240411758422852,19,24,42,23
0.12372207641601562,19,24,42,23
0.1448521614074707,19,24,42,23
0.16634011268615723,19,24,42,23
0.18730521202087402,19,24,42,23
0.20860719680786133,19,24,42,23
0.22995710372924805,19,24,42,23
0.2513260841369629,19,23,42,23
0.27263712882995605,19,24,43,23
0.2937488555908203,19,24,43,22
0.3152041435241699,19,24,42,23
0.3364100456237793,19,24,43,22
0.3576228618621826,19,23,42,23
0.3787529468536377,19,24,42,23
0.400068998336792,19,24,42,23
0.421389102935791,19,24,42,23
0.4426281452178955,19,24,43,23
0.464008092880249,20,24,43,23
0.485152006149292,21,24,43,23
0.5064549446105957,24,23,42,24
0.5276730060577393,23,23,42,23
0.5489640235900879,22,24,42,23
0.5703001022338867,20,24,42,23
0.591223955154419,20,24,42,23
0.6126000881195068,20,24,42,23
0.6338798999786377,20,24,41,23
0.6552228927612305,19,24,42,23
0.6766071319580078,19,24,42,23
0.6977262496948242,19,24,42,23
0.7189862728118896,19,24,43,23
0.7401361465454102,19,24,46,23
0.7616081237792969,19,24,51,23
0.7827670574188232,19,24,59,23
0.8039920330047607,20,24,77,23
0.8253171443939209,19,24,90,23
0.8465120792388916,19,24,82,26
0.8679032325744629,20,24,75,26
0.889146089553833,19,24,63,25
0.9103760719299316,19,24,64,24
0.931678056716919,19,24,57,24
0.9527881145477295,19,24,53,24
0.9741148948669434,19,24,51,23
0.9952940940856934,19,24,52,23
1.0166590213775635,19,24,55,23
1.0379910469055176,19,24,61,24
1.059075117111206,19,24,76,24
1.0804221630096436,19,24,115,27
1.1018691062927246,19,25,115,25
1.1231200695037842,19,25,102,26
1.1442790031433105,19,25,85,26
1.165644884109497,20,25,79,25
1.1871070861816406,23,24,80,24
1.2081599235534668,23,24,79,24
1.229444980621338,22,24,74,24
1.2507989406585693,21,25,67,25
1.2720320224761963,21,28,73,26
1.2933340072631836,20,27,62,26
1.3143730163574219,20,27,60,26
1.3358449935913086,21,30,60,26
1.3570830821990967,20,29,55,25
1.3783619403839111,20,30,51,24
1.3996930122375488,20,35,52,24
1.4208669662475586,19,34,49,24
1.4420619010925293,19,31,47,24
1.4632880687713623,19,28,51,27
1.4846980571746826,19,26,61,26
1.5059821605682373,19,26,72,25
1.5272459983825684,19,24,75,25
1.5485422611236572,19,26,118,26
1.5698330402374268,19,25,118,25
1.5911450386047363,19,27,112,25
1.6124389171600342,19,26,94,26
1.6337709426879883,19,25,121,28
1.6550891399383545,19,25,104,26
1.6762871742248535,21,24,85,26
1.6973989009857178,21,24,78,26
1.718761920928955,21,24,83,28
1.7400391101837158,20,25,75,27
1.7612049579620361,20,26,72,27
1.7825489044189453,20,29,73,31
1.803704023361206,20,35,69,29
1.8250160217285156,20,39,63,28
1.8464281558990479,20,40,61,27
1.8675990104675293,19,36,64,26
1.8889389038085938,19,32,71,25
1.910059928894043,19,31,73,25
1.9314138889312744,19,29,77,24
1.9526991844177246,19,28,77,25
1.974215030670166,19,28,112,24
1.9950859546661377,19,36,95,24
2.0165460109710693,19,31,84,24
2.0378851890563965,20,29,94,25
2.059047222137451,20,34,86,28
2.0802481174468994,20,51,75,29
2.10158109664917,20,47,100,31
2.1229381561279297,20,44,149,30
2.144153118133545,20,37,142,30
2.165588855743408,20,33,142,27
2.186854124069214,20,32,117,26
2.2081680297851562,21,46,109,25
2.229551076889038,21,44,123,25
2.250930070877075,20,46,132,26
2.2721729278564453,20,49,131,30
2.293545961380005,22,58,123,29
2.314707040786743,22,67,105,28
2.336073160171509,22,59,93,28
2.3571460247039795,21,59,82,26
2.3787219524383545,21,62,101,25
2.399909019470215,21,58,100,25
2.4211812019348145,20,51,96,29
2.442331075668335,21,51,80,31
2.463649034500122,21,52,74,28
2.485016107559204,20,45,76,28
2.50618314743042,20,38,79,33
2.5276401042938232,19,33,76,31
2.548877000808716,20,33,72,30
2.5700230598449707,20,30,68,29
2.591355085372925,20,38,68,27
2.612539052963257,20,48,62,27
2.633916139602661,20,59,87,28
2.6554360389709473,20,72,104,33
2.67667818069458,20,81,113,34
2.69792103767395,20,64,104,31
2.7190890312194824,20,54,98,30
2.7403440475463867,20,56,85,29
2.7614550590515137,20,55,75,27
2.7828781604766846,24,62,86,26
2.804180145263672,22,60,108,30
2.825248956680298,24,67,227,45
2.8469300270080566,23,62,203,44
2.868159055709839,23,67,169,42
2.8892688751220703,22,60,144,36
2.910619020462036,21,49,129,32
2.932020902633667,20,46,135,35
2.953310251235962,20,44,106,32
2.9747800827026367,20,39,93,31
2.99586820602417,19,34,83,29
3.017184019088745,23,30,74,28
3.0384349822998047,21,29,71,26
3.0596179962158203,21,27,82,25
3.0811290740966797,21,31,88,25
3.1023120880126953,21,33,106,25
3.123631000518799,20,31,105,24
3.1447489261627197,20,30,95,24
3.1661391258239746,19,30,100,24
3.1872479915618896,19,31,86,24
3.208606243133545,19,29,72,24
3.2299630641937256,19,30,68,24
3.2510881423950195,19,31,62,23
3.2724781036376953,19,29,70,24
3.2936601638793945,19,27,60,23
3.3150439262390137,19,26,76,24
3.3362441062927246,19,25,73,24
3.3573391437530518,19,25,68,24
3.378729820251465,19,24,75,24
3.400123119354248,19,24,71,24
3.4212851524353027,19,24,65,24
3.442545175552368,19,24,60,24
3.4637720584869385,19,24,54,25
3.485089063644409,19,28,55,25
3.5062460899353027,20,31,56,31
3.5277950763702393,20,36,50,29
3.548811912536621,21,44,50,29
3.5701181888580322,21,61,52,35
3.5914061069488525,23,114,54,42
3.612812042236328,40,167,92,46
3.6340599060058594,50,243,120,49
3.655595064163208,53,251,159,44
3.6770310401916504,62,208,247,46
3.6983070373535156,53,228,244,43
3.7196550369262695,48,204,204,40
3.7409660816192627,41,205,166,40
3.7623729705810547,39,179,129,39
3.783665180206299,32,149,106,37
3.805232048034668,29,114,123,36
3.8263089656829834,25,85,99,33
3.8474202156066895,23,69,87,30
3.868690013885498,22,65,83,27
3.8900740146636963,21,52,68,26
3.911220073699951,21,48,64,26
3.932523012161255,20,46,60,26
3.9536869525909424,20,44,70,25
3.9750609397888184,20,45,71,25
3.996303081512451,20,44,68,24
4.017538070678711,21,44,70,24
4.038867235183716,21,41,66,24
4.0600831508636475,21,43,59,24
4.081343173980713,21,40,59,23
4.102487087249756,20,44,69,23
4.123845100402832,20,44,67,23
4.145165920257568,19,42,59,24
4.166388273239136,19,45,60,24
4.1876561641693115,19,39,55,24
4.208827018737793,19,39,60,24
4.2301249504089355,19,35,67,24
4.251463174819946,19,36,62,23
4.272710084915161,19,33,64,23
4.2939980030059814,19,33,59,23
4.315123081207275,19,31,54,23
4.336591958999634,19,32,56,23
4.357670068740845,19,30,53,23
4.379043102264404,19,32,55,23
4.400373935699463,19,31,57,23
4.421560049057007,19,30,55,23
4.442762136459351,20,31,54,23
4.463954210281372,19,29,53,23
4.485319137573242,19,30,54,23
4.5066609382629395,19,29,53,23
4.528062105178833,19,27,57,23
4.549207925796509,19,26,71,23
4.570332050323486,19,25,62,23
4.591619968414307,19,26,59,23
4.613011121749878,19,26,63,23
4.634129047393799,19,27,62,23
4.6555070877075195,19,26,58,23
4.676670074462891,19,27,58,23
4.697973012924194,19,26,54,23
4.719313144683838,19,25,63,23
4.740444183349609,19,25,67,23
4.761850118637085,19,25,59,23
4.783000946044922,19,24,57,23
4.804301023483276,19,24,53,23
4.825531005859375,19,25,56,23
4.84670615196228,19,25,51,23
4.8681230545043945,19,25,49,23
4.889246225357056,19,25,49,23
4.9106128215789795,19,25,48,23
4.931722164154053,19,26,55,23
4.9530839920043945,19,25,55,23
4.974354028701782,19,24,53,23
4.995668888092041,19,24,55,23
5.016886949539185,19,24,55,23
