Time (s),Temporalis,Buccinator,Suprahyoid,Massater
0.001722097396850586,24,24,42,23
0.0024330615997314453,22,24,43,23
0.0029790401458740234,21,24,43,23
0.0034759044647216797,20,24,42,23
0.018240928649902344,19,24,43,23
0.03929018974304199,19,24,44,23
0.060784101486206055,19,24,44,23
0.08172893524169922,19,24,43,23
0.10309195518493652,19,24,43,23
0.12421607971191406,18,24,44,23
0.14576411247253418,20,24,43,23
0.16705894470214844,19,24,43,24
0.1880960464477539,19,24,44,24
0.2093040943145752,19,24,44,24
0.2305431365966797,19,24,44,24
0.2518949508666992,19,24,44,24
0.2730731964111328,19,24,51,24
0.294421911239624,19,24,53,23
0.3157839775085449,19,24,51,23
0.336899995803833,19,24,50,23
0.35822629928588867,19,24,47,23
0.37938714027404785,18,24,45,23
0.40071797370910645,19,24,45,23
0.4220249652862549,19,24,45,23
0.4432260990142822,19,24,44,23
0.4645230770111084,23,24,44,24
0.48572707176208496,22,24,44,24
0.5070209503173828,21,24,44,23
0.5282061100006104,20,24,43,23
0.5495140552520752,20,24,44,23
0.570850133895874,19,24,44,23
0.5920100212097168,19,24,43,23
0.6133460998535156,20,24,43,24
0.634498119354248,20,24,43,23
0.6558389663696289,20,24,44,23
0.6771771907806396,19,24,44,23
0.6983301639556885,19,24,44,23
0.7196750640869141,19,24,45,23
0.7408099174499512,19,24,45,23
0.7621192932128906,19,24,45,23
0.7834610939025879,19,24,44,23
0.8046131134033203,19,24,43,23
0.825965166091919,19,24,44,23
0.8470792770385742,19,23,44,23
0.8684248924255371,19,24,44,23
0.8895611763000488,24,24,44,23
0.9108960628509521,23,24,44,23
0.9323101043701172,23,24,44,23
0.953423023223877,24,24,44,23
0.9747838973999023,22,24,46,23
0.9959709644317627,21,24,44,23
1.0172631740570068,20,24,44,23
1.0385620594024658,19,24,44,23
1.059725046157837,20,24,47,23
1.0811278820037842,20,24,51,23
1.102330207824707,20,24,53,23
1.123594045639038,20,24,54,24
1.1447200775146484,21,25,53,25
1.1661200523376465,20,26,52,25
1.187364101409912,20,32,56,24
1.2085449695587158,19,29,53,24
1.2298791408538818,19,27,65,24
1.2510762214660645,19,26,64,24
1.2723901271820068,19,26,83,25
1.293774127960205,19,25,105,25
1.3148181438446045,20,25,116,25
1.3361639976501465,20,25,98,24
1.357546091079712,21,24,77,24
1.3787891864776611,21,25,71,24
1.3999769687652588,22,25,62,23
1.4213061332702637,21,26,58,23
1.4425110816955566,21,31,66,23
1.4638261795043945,22,32,65,23
1.4851410388946533,29,33,75,28
1.5062901973724365,28,34,73,28
1.5276761054992676,27,52,73,26
1.5488219261169434,29,50,89,25
1.5701088905334473,28,53,89,25
1.5914700031280518,26,49,83,25
1.6125850677490234,24,40,77,25
1.63395094871521,23,35,74,25
1.6550798416137695,23,31,76,24
1.6764652729034424,24,28,64,25
1.6977248191833496,30,27,63,25
1.7188770771026611,27,27,68,27
1.740225076675415,25,26,74,30
1.7613821029663086,23,25,73,30
1.7827520370483398,21,25,64,28
1.8038809299468994,20,25,58,26
1.8252129554748535,20,25,53,26
1.8465299606323242,19,24,54,27
1.8676819801330566,19,29,70,26
1.889035940170288,19,28,73,25
1.9102489948272705,19,27,67,24
1.9315309524536133,19,26,65,24
1.9528181552886963,19,25,66,24
1.9740521907806396,19,32,59,25
1.9954371452331543,20,34,60,25
2.0165209770202637,20,36,70,25
2.037860155105591,20,33,81,26
2.059180974960327,20,30,82,28
2.0805160999298096,19,27,101,26
2.1018290519714355,19,26,178,26
2.1231658458709717,19,27,185,26
2.1443440914154053,19,26,168,25
2.1657142639160156,20,25,135,24
2.187066078186035,20,25,106,24
2.2083451747894287,19,25,104,24
2.229659080505371,19,25,92,23
2.250789165496826,20,25,76,23
2.2721662521362305,19,24,82,24
2.2934908866882324,19,25,101,23
2.3148000240325928,21,25,146,23
2.3361141681671143,24,25,169,24
2.357283115386963,31,25,188,24
2.3786208629608154,28,26,212,23
2.399960994720459,28,30,253,23
2.4212400913238525,25,29,262,23
2.442624092102051,23,27,274,24
2.463991165161133,22,29,226,25
2.4852850437164307,20,41,215,25
2.5066170692443848,20,38,171,24
2.5279381275177,20,36,175,25
2.549253225326538,20,40,149,25
2.5704078674316406,19,40,135,25
2.5917561054229736,19,35,117,25
2.613089084625244,19,43,134,28
2.634392023086548,19,37,150,27
2.6557722091674805,19,32,167,27
2.677051067352295,19,31,245,26
2.6983840465545654,19,29,282,25
2.7197840213775635,20,36,335,27
2.7411279678344727,21,40,303,27
2.7624130249023438,21,41,234,26
2.7835729122161865,20,39,186,25
2.804903984069824,20,38,144,24
2.8262341022491455,19,34,107,23
2.847583055496216,19,31,91,23
2.8686599731445312,19,29,73,23
2.8899710178375244,19,28,67,23
2.9111459255218506,19,26,73,23
2.932516098022461,19,28,75,23
2.953829050064087,19,30,67,23
2.975064992904663,19,29,72,23
2.996347188949585,19,30,75,23
3.0175390243530273,19,29,75,25
3.0388619899749756,19,28,76,26
3.06016206741333,19,27,81,26
3.0813190937042236,19,27,77,25
3.1026391983032227,19,34,84,26
3.1238150596618652,19,31,76,25
3.145112991333008,20,39,72,26
3.166471242904663,26,51,66,25
3.1876132488250732,34,93,61,25
3.2089359760284424,31,117,57,25
3.230340003967285,26,91,52,26
3.251448154449463,24,78,53,27
3.2727532386779785,22,65,56,30
3.293895959854126,21,62,57,41
3.3152761459350586,20,50,57,40
3.3366141319274902,19,44,63,34
3.3577721118927,20,43,77,33
3.379160165786743,19,42,100,30
3.4004201889038086,19,38,98,29
3.4217588901519775,20,36,149,27
3.443134069442749,20,33,124,26
3.464416980743408,20,30,106,25
3.4855570793151855,22,28,100,25
3.5069119930267334,22,29,80,25
3.5280661582946777,22,29,73,25
3.54938006401062,22,29,74,25
3.5706920623779297,21,28,91,25
3.591871976852417,20,28,98,25
3.613211154937744,19,27,95,25
3.6345200538635254,19,26,90,25
3.6559832096099854,19,25,89,25
3.6771860122680664,19,27,88,24
3.698392152786255,19,29,72,24
3.719635009765625,19,27,64,24
3.7408900260925293,19,28,58,23
3.762194871902466,19,28,54,23
3.783423900604248,19,29,56,24
3.8047051429748535,19,28,52,24
3.8259902000427246,19,28,52,24
3.8471851348876953,20,28,49,24
3.8686089515686035,21,27,49,24
3.889519214630127,20,27,55,24
3.9110121726989746,20,27,58,24
3.93241810798645,19,27,67,23
3.95333194732666,19,27,78,23
3.9747440814971924,19,26,70,23
3.9961001873016357,19,27,66,23
4.017257928848267,19,30,59,26
4.038578987121582,19,37,101,26
