Time (s),Temporalis,Buccinator,Suprahyoid,Massater
0.0015950202941894531,19,24,42,23
0.0022869110107421875,19,24,43,23
0.0029687881469726562,19,24,42,23
0.003648042678833008,19,24,43,23
0.017245054244995117,19,24,43,23
0.03843998908996582,19,24,43,23
0.05980396270751953,19,24,42,23
0.08098006248474121,19,24,42,23
0.1022641658782959,19,24,43,23
0.12355208396911621,19,24,42,23
0.14500093460083008,19,24,42,23
0.1661379337310791,19,24,42,23
0.18742990493774414,19,24,42,23
0.20855093002319336,19,24,43,23
0.22986912727355957,19,24,43,23
0.25101804733276367,19,24,42,23
0.2723829746246338,19,24,42,23
0.29350709915161133,19,24,44,23
0.31485915184020996,19,24,43,23
0.3361811637878418,19,24,43,23
0.35736989974975586,20,24,43,23
0.37874603271484375,20,24,43,23
0.39985203742980957,20,24,43,23
0.42113685607910156,20,24,43,23
0.44232988357543945,20,24,43,22
0.46372413635253906,19,24,42,22
0.4850189685821533,19,24,43,22
0.5061790943145752,19,24,43,23
0.5275390148162842,19,24,43,23
0.5487141609191895,19,24,46,23
0.5700030326843262,19,24,47,23
0.5912070274353027,19,24,76,24
0.612525224685669,19,24,87,24
0.6339139938354492,20,26,136,25
0.655264139175415,21,26,125,25
0.6765170097351074,20,26,105,25
0.697678804397583,20,25,81,24
0.719012975692749,20,25,68,24
0.740333080291748,19,24,59,23
0.7615060806274414,19,24,54,23
0.7828750610351562,19,24,49,23
0.8039810657501221,19,24,52,23
0.8252601623535156,19,24,74,23
0.8464839458465576,19,24,68,23
0.8678851127624512,19,25,62,25
0.8891489505767822,19,25,87,25
0.9103000164031982,19,25,82,26
0.9316530227661133,19,25,73,26
0.9527938365936279,19,26,94,26
0.9741199016571045,19,26,86,27
0.9953579902648926,20,27,96,27
1.0166258811950684,21,39,82,28
1.037977933883667,26,63,83,35
1.0591189861297607,23,53,76,33
1.0804271697998047,22,49,71,33
1.101625919342041,21,42,65,35
1.1229159832000732,20,36,58,31
1.1444401741027832,20,32,52,28
1.1654701232910156,20,29,49,26
1.1868770122528076,19,27,51,25
1.2079529762268066,19,26,50,25
1.229288101196289,19,25,47,25
1.2505569458007812,19,25,48,25
1.2718391418457031,19,25,55,24
1.2932040691375732,19,25,57,24
1.3141629695892334,19,26,53,24
1.3355989456176758,19,25,50,23
1.3569090366363525,19,24,49,23
1.378101110458374,19,24,49,23
1.399385929107666,19,24,49,23
1.4205610752105713,19,24,51,23
1.4418919086456299,19,24,53,23
1.463036060333252,19,24,57,23
1.4843850135803223,19,24,64,24
1.5057179927825928,19,24,65,24
1.5268990993499756,19,24,80,24
1.5482640266418457,19,24,82,25
1.5694758892059326,19,26,75,25
1.5907440185546875,19,26,67,24
1.6120789051055908,19,31,60,25
1.6331920623779297,19,31,59,24
1.6546599864959717,19,29,59,24
1.6757240295410156,19,27,70,24
1.697031021118164,19,26,138,25
1.7183549404144287,19,25,137,25
1.7397141456604004,20,25,115,25
1.7610719203948975,19,24,93,24
1.7821950912475586,19,24,76,24
1.8035249710083008,19,24,67,24
1.8246710300445557,19,24,59,24
1.8460419178009033,20,24,64,24
1.8674750328063965,21,24,81,24
1.8886921405792236,20,26,105,24
1.910032033920288,20,26,181,24
1.9312138557434082,19,28,156,23
1.9525001049041748,19,32,218,23
1.9738571643829346,19,35,225,23
1.9952630996704102,20,32,277,23
2.0165131092071533,19,30,302,23
2.0378870964050293,19,29,262,24
2.059199094772339,19,29,208,24
2.080528974533081,19,28,165,24
2.101854085922241,20,30,162,24
